3#__tn,3$__tt,5$__idx,1$__cid
tt__niki_pissinou,cid__author_1,1.0,1
idx__1702,tt__richard_thomas_snodgrass,1,1.0
tt__richard_thomas_snodgrass,cid__author_2,1.0,1
idx__1702,tt__ramez_elmasri,1,1.0
tt__ramez_elmasri,cid__author_3,1.0,1
idx__1702,tt__inderpal_s_mumick,1,1.0
tt__inderpal_s_mumick,cid__author_4,1.0,1
idx__1702,tt__towards_an_infrastructure_for_temporal_databases_report_of_an_invitational_arpansf_workshop,1,1.0
tt__towards_an_infrastructure_for_temporal_databases_report_of_an_invitational_arpansf_workshop,cid__title,1.0,1
idx__1702,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1702,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1703,tt__curtis_dyreson,1,1.0
tt__curtis_dyreson,cid__author_1,1.0,1
idx__1703,tt__fabio_grandi,1,1.0
tt__fabio_grandi,cid__author_2,1.0,1
idx__1703,tt__wolfgang_k228fer,1,1.0
tt__wolfgang_k228fer,cid__author_3,1.0,1
idx__1703,tt__nick_kline,1,1.0
tt__nick_kline,cid__author_4,1.0,1
idx__1703,tt__a_consensus_glossary_of_temporal_database_concepts,1,1.0
tt__a_consensus_glossary_of_temporal_database_concepts,cid__title,1.0,1
idx__1703,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1703,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1704,tt__moira_c_norrie,1,1.0
tt__moira_c_norrie,cid__author_1,1.0,1
idx__1704,tt__stephen_m_blott,1,1.0
tt__stephen_m_blott,cid__author_2,1.0,1
idx__1704,tt__hansj246rg_schek,1,1.0
tt__hansj246rg_schek,cid__author_3,1.0,1
idx__1704,tt__gerhard_weikum,1,1.0
tt__gerhard_weikum,cid__author_4,1.0,1
idx__1704,tt__the_database_research_group_at_eth_zurich,1,1.0
tt__the_database_research_group_at_eth_zurich,cid__title,1.0,1
idx__1704,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1704,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1705,tt__leonard_gallagher,1,1.0
tt__leonard_gallagher,cid__author_1,1.0,1
idx__1705,tt__influencing_database_language_standards,1,1.0
tt__influencing_database_language_standards,cid__title,1.0,1
idx__1705,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1705,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1706,tt__arjan_loeffen,1,1.0
tt__arjan_loeffen,cid__author_1,1.0,1
idx__1706,tt__text_databases_a_survey_of_text_models_and_systems,1,1.0
tt__text_databases_a_survey_of_text_models_and_systems,cid__title,1.0,1
idx__1706,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1706,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1707,tt__claudia_bauzer_medeiros,1,1.0
tt__claudia_bauzer_medeiros,cid__author_1,1.0,1
idx__1707,tt__fatima_pires,1,1.0
tt__fatima_pires,cid__author_2,1.0,1
idx__1707,tt__databases_for_gis,1,1.0
tt__databases_for_gis,cid__title,1.0,1
idx__1707,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1707,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1708,tt__christos_a_polyzois,1,1.0
tt__christos_a_polyzois,cid__author_1,1.0,1
idx__1708,tt__h233ctor_garc237amolina,1,1.0
tt__h233ctor_garc237amolina,cid__author_2,1.0,1
idx__1708,tt__evaluation_of_remote_backup_algorithms_for_transactionprocessing_systems,1,1.0
tt__evaluation_of_remote_backup_algorithms_for_transactionprocessing_systems,cid__title,1.0,1
idx__1708,tt__acm_transactions_on_database_systems_tods,1,1.0
tt__acm_transactions_on_database_systems_tods,cid__venue,1.0,1
idx__1708,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1709,tt__panos_k_chrysanthis,1,1.0
tt__panos_k_chrysanthis,cid__author_1,1.0,1
idx__1709,tt__krithi_ramamritham,1,1.0
tt__krithi_ramamritham,cid__author_2,1.0,1
idx__1709,tt__synthesis_of_extended_transaction_models_using_acta,1,1.0
tt__synthesis_of_extended_transaction_models_using_acta,cid__title,1.0,1
idx__1709,tt__acm_transactions_on_database_systems_tods,1,1.0
tt__acm_transactions_on_database_systems_tods,cid__venue,1.0,1
idx__1709,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1710,tt__marianne_winslett,1,1.0
tt__marianne_winslett,cid__author_1,1.0,1
idx__1710,tt__progress_on_hpcc_and_nii,1,1.0
tt__progress_on_hpcc_and_nii,cid__title,1.0,1
idx__1710,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1710,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1711,tt__stefano_ceri,1,1.0
tt__stefano_ceri,cid__author_1,1.0,1
idx__1711,tt__piero_fraternali,1,1.0
tt__piero_fraternali,cid__author_2,1.0,1
idx__1711,tt__stefano_paraboschi,1,1.0
tt__stefano_paraboschi,cid__author_3,1.0,1
idx__1711,tt__letizia_tanca,1,1.0
tt__letizia_tanca,cid__author_4,1.0,1
idx__1711,tt__automatic_generation_of_production_rules_for_integrity_maintenance,1,1.0
tt__automatic_generation_of_production_rules_for_integrity_maintenance,cid__title,1.0,1
idx__1711,tt__acm_transactions_on_database_systems_tods,1,1.0
tt__acm_transactions_on_database_systems_tods,cid__venue,1.0,1
idx__1711,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1712,tt__simon_gibbs,1,1.0
tt__simon_gibbs,cid__author_1,1.0,1
idx__1712,tt__christian_breiteneder,1,1.0
tt__christian_breiteneder,cid__author_2,1.0,1
idx__1712,tt__dennis_tsichritzis,1,1.0
tt__dennis_tsichritzis,cid__author_3,1.0,1
idx__1712,tt__data_modeling_of_timebased_media,1,1.0
tt__data_modeling_of_timebased_media,cid__title,1.0,1
idx__1712,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1712,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1713,tt__steven_berson,1,1.0
tt__steven_berson,cid__author_1,1.0,1
idx__1713,tt__shahram_ghandeharizadeh,1,1.0
tt__shahram_ghandeharizadeh,cid__author_2,1.0,1
idx__1713,tt__richard_muntz,1,1.0
tt__richard_muntz,cid__author_3,1.0,1
idx__1713,tt__xiangyu_ju,1,1.0
tt__xiangyu_ju,cid__author_4,1.0,1
idx__1713,tt__staggered_striping_in_multimedia_information_systems,1,1.0
tt__staggered_striping_in_multimedia_information_systems,cid__title,1.0,1
idx__1713,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1713,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1714,tt__jason_tsongli_wang,1,1.0
tt__jason_tsongli_wang,cid__author_1,1.0,1
idx__1714,tt__gungwei_chirn,1,1.0
tt__gungwei_chirn,cid__author_2,1.0,1
idx__1714,tt__thomas_g_marr,1,1.0
tt__thomas_g_marr,cid__author_3,1.0,1
idx__1714,tt__bruce_shapiro,1,1.0
tt__bruce_shapiro,cid__author_4,1.0,1
idx__1714,tt__combinatorial_pattern_discovery_for_scientific_data_some_preliminary_results,1,1.0
tt__combinatorial_pattern_discovery_for_scientific_data_some_preliminary_results,cid__title,1.0,1
idx__1714,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1714,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1715,tt__inderpal_singh_mumick,1,1.0
tt__inderpal_singh_mumick,cid__author_1,1.0,1
idx__1715,tt__hamid_pirahesh,1,1.0
tt__hamid_pirahesh,cid__author_2,1.0,1
idx__1715,tt__implementation_of_magicsets_in_a_relational_database_system,1,1.0
tt__implementation_of_magicsets_in_a_relational_database_system,cid__title,1.0,1
idx__1715,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1715,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1716,tt__yannis_e_ioannidis,1,1.0
tt__yannis_e_ioannidis,cid__author_1,1.0,1
idx__1716,tt__yezdi_lashkari,1,1.0
tt__yezdi_lashkari,cid__author_2,1.0,1
idx__1716,tt__incomplete_path_expressions_and_their_disambiguation,1,1.0
tt__incomplete_path_expressions_and_their_disambiguation,cid__title,1.0,1
idx__1716,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1716,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1717,tt__luis_gravano,1,1.0
tt__luis_gravano,cid__author_1,1.0,1
idx__1717,tt__h233ctor_garc237amolina,1,1.0
tt__h233ctor_garc237amolina,cid__author_2,1.0,1
idx__1717,tt__anthony_tomasic,1,1.0
tt__anthony_tomasic,cid__author_3,1.0,1
idx__1717,tt__the_effectiveness_of_gioss_for_the_text_database_discovery_problem,1,1.0
tt__the_effectiveness_of_gioss_for_the_text_database_discovery_problem,cid__title,1.0,1
idx__1717,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1717,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1718,tt__chungmin_melvin_chen,1,1.0
tt__chungmin_melvin_chen,cid__author_1,1.0,1
idx__1718,tt__nick_roussopoulos,1,1.0
tt__nick_roussopoulos,cid__author_2,1.0,1
idx__1718,tt__adaptive_selectivity_estimation_using_query_feedback,1,1.0
tt__adaptive_selectivity_estimation_using_query_feedback,cid__title,1.0,1
idx__1718,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1718,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1719,tt__richard_l_cole,1,1.0
tt__richard_l_cole,cid__author_1,1.0,1
idx__1719,tt__goetz_graefe,1,1.0
tt__goetz_graefe,cid__author_2,1.0,1
idx__1719,tt__optimization_of_dynamic_query_evaluation_plans,1,1.0
tt__optimization_of_dynamic_query_evaluation_plans,cid__title,1.0,1
idx__1719,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1719,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1720,tt__huii_hsiao,1,1.0
tt__huii_hsiao,cid__author_1,1.0,1
idx__1720,tt__mingsyan_chen,1,1.0
tt__mingsyan_chen,cid__author_2,1.0,1
idx__1720,tt__philip_s_yu,1,1.0
tt__philip_s_yu,cid__author_3,1.0,1
idx__1720,tt__on_parallel_execution_of_multiple_pipelined_hash_joins,1,1.0
tt__on_parallel_execution_of_multiple_pipelined_hash_joins,cid__title,1.0,1
idx__1720,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1720,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1721,tt__arun_swami,1,1.0
tt__arun_swami,cid__author_1,1.0,1
idx__1721,tt__k_bernhard_schiefer,1,1.0
tt__k_bernhard_schiefer,cid__author_2,1.0,1
idx__1721,tt__estimating_page_fetches_for_index_scans_with_finite_lru_buffers,1,1.0
tt__estimating_page_fetches_for_index_scans_with_finite_lru_buffers,cid__title,1.0,1
idx__1721,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1721,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1722,tt__mingling_lo,1,1.0
tt__mingling_lo,cid__author_1,1.0,1
idx__1722,tt__chinya_v_ravishankar,1,1.0
tt__chinya_v_ravishankar,cid__author_2,1.0,1
idx__1722,tt__spatial_joins_using_seeded_trees,1,1.0
tt__spatial_joins_using_seeded_trees,cid__title,1.0,1
idx__1722,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1722,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1723,tt__thomas_brinkhoff,1,1.0
tt__thomas_brinkhoff,cid__author_1,1.0,1
idx__1723,tt__hanspeter_kriegel,1,1.0
tt__hanspeter_kriegel,cid__author_2,1.0,1
idx__1723,tt__ralf_schneider,1,1.0
tt__ralf_schneider,cid__author_3,1.0,1
idx__1723,tt__bernhard_seeger,1,1.0
tt__bernhard_seeger,cid__author_4,1.0,1
idx__1723,tt__multistep_processing_of_spatial_joins,1,1.0
tt__multistep_processing_of_spatial_joins,cid__title,1.0,1
idx__1723,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1723,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1724,tt__chris_nyberg,1,1.0
tt__chris_nyberg,cid__author_1,1.0,1
idx__1724,tt__tom_barclay,1,1.0
tt__tom_barclay,cid__author_2,1.0,1
idx__1724,tt__zarka_cvetanovic,1,1.0
tt__zarka_cvetanovic,cid__author_3,1.0,1
idx__1724,tt__jim_gray,1,1.0
tt__jim_gray,cid__author_4,1.0,1
idx__1724,tt__alphasort_a_risc_machine_sort,1,1.0
tt__alphasort_a_risc_machine_sort,cid__title,1.0,1
idx__1724,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1724,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1725,tt__hwee_hwa_pang,1,1.0
tt__hwee_hwa_pang,cid__author_1,1.0,1
idx__1725,tt__michael_j_carey,1,1.0
tt__michael_j_carey,cid__author_2,1.0,1
idx__1725,tt__miron_livny,1,1.0
tt__miron_livny,cid__author_3,1.0,1
idx__1725,tt__managing_memory_for_realtime_queries,1,1.0
tt__managing_memory_for_realtime_queries,cid__title,1.0,1
idx__1725,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1725,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1726,tt__radek_vingralek,1,1.0
tt__radek_vingralek,cid__author_1,1.0,1
idx__1726,tt__yuri_breitbart,1,1.0
tt__yuri_breitbart,cid__author_2,1.0,1
idx__1726,tt__gerhard_weikum,1,1.0
tt__gerhard_weikum,cid__author_3,1.0,1
idx__1726,tt__distributed_file_organization_with_scalable_costperformance,1,1.0
tt__distributed_file_organization_with_scalable_costperformance,cid__title,1.0,1
idx__1726,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1726,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1727,tt__jim_gray,1,1.0
tt__jim_gray,cid__author_1,1.0,1
idx__1727,tt__prakash_sundaresan,1,1.0
tt__prakash_sundaresan,cid__author_2,1.0,1
idx__1727,tt__susanne_englert,1,1.0
tt__susanne_englert,cid__author_3,1.0,1
idx__1727,tt__ken_baclawski,1,1.0
tt__ken_baclawski,cid__author_4,1.0,1
idx__1727,tt__quickly_generating_billionrecord_synthetic_databases,1,1.0
tt__quickly_generating_billionrecord_synthetic_databases,cid__title,1.0,1
idx__1727,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1727,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1728,tt__ramesh_jain,1,1.0
tt__ramesh_jain,cid__author_1,1.0,1
idx__1728,tt__arun_hampapur,1,1.0
tt__arun_hampapur,cid__author_2,1.0,1
idx__1728,tt__metadata_in_video_databases,1,1.0
tt__metadata_in_video_databases,cid__title,1.0,1
idx__1728,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1728,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1729,tt__yasushi_kiyoki,1,1.0
tt__yasushi_kiyoki,cid__author_1,1.0,1
idx__1729,tt__takashi_kitagawa,1,1.0
tt__takashi_kitagawa,cid__author_2,1.0,1
idx__1729,tt__takanari_hayama,1,1.0
tt__takanari_hayama,cid__author_3,1.0,1
idx__1729,tt__a_metadatabase_system_for_semantic_image_search_by_a_mathematical_model_of_meaning,1,1.0
tt__a_metadatabase_system_for_semantic_image_search_by_a_mathematical_model_of_meaning,cid__title,1.0,1
idx__1729,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1729,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1730,tt__jean_t_anderson,1,1.0
tt__jean_t_anderson,cid__author_1,1.0,1
idx__1730,tt__michael_stonebraker,1,1.0
tt__michael_stonebraker,cid__author_2,1.0,1
idx__1730,tt__sequoia_2000_metadata_schema_for_satellite_images,1,1.0
tt__sequoia_2000_metadata_schema_for_satellite_images,cid__title,1.0,1
idx__1730,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1730,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1731,tt__william_i_grosky,1,1.0
tt__william_i_grosky,cid__author_1,1.0,1
idx__1731,tt__farshad_fotouhi,1,1.0
tt__farshad_fotouhi,cid__author_2,1.0,1
idx__1731,tt__ishwar_k_sethi,1,1.0
tt__ishwar_k_sethi,cid__author_3,1.0,1
idx__1731,tt__bogdan_capatina,1,1.0
tt__bogdan_capatina,cid__author_4,1.0,1
idx__1731,tt__using_metadata_for_the_intelligent_browsing_of_structured_media_objects,1,1.0
tt__using_metadata_for_the_intelligent_browsing_of_structured_media_objects,cid__title,1.0,1
idx__1731,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1731,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1732,tt__ulrike_glavitsch,1,1.0
tt__ulrike_glavitsch,cid__author_1,1.0,1
idx__1732,tt__peter_sch228uble,1,1.0
tt__peter_sch228uble,cid__author_2,1.0,1
idx__1732,tt__martin_wechsler,1,1.0
tt__martin_wechsler,cid__author_3,1.0,1
idx__1732,tt__metadata_for_integrating_speech_documents_in_a_text_retrieval_system,1,1.0
tt__metadata_for_integrating_speech_documents_in_a_text_retrieval_system,cid__title,1.0,1
idx__1732,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1732,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1733,tt__francine_chen,1,1.0
tt__francine_chen,cid__author_1,1.0,1
idx__1733,tt__marti_hearst,1,1.0
tt__marti_hearst,cid__author_2,1.0,1
idx__1733,tt__julian_kupiec,1,1.0
tt__julian_kupiec,cid__author_3,1.0,1
idx__1733,tt__jan_pedersen,1,1.0
tt__jan_pedersen,cid__author_4,1.0,1
idx__1733,tt__metadata_for_mixedmedia_access,1,1.0
tt__metadata_for_mixedmedia_access,cid__title,1.0,1
idx__1733,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1733,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1734,tt__tom_barclay,1,1.0
tt__tom_barclay,cid__author_1,1.0,1
idx__1734,tt__robert_barnes,1,1.0
tt__robert_barnes,cid__author_2,1.0,1
idx__1734,tt__jim_gray,1,1.0
tt__jim_gray,cid__author_3,1.0,1
idx__1734,tt__prakash_sundaresan,1,1.0
tt__prakash_sundaresan,cid__author_4,1.0,1
idx__1734,tt__loading_databases_using_dataflow_parallelism,1,1.0
tt__loading_databases_using_dataflow_parallelism,cid__title,1.0,1
idx__1734,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1734,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1735,tt__nelson_mattos,1,1.0
tt__nelson_mattos,cid__author_1,1.0,1
idx__1735,tt__linda_g_demichiel,1,1.0
tt__linda_g_demichiel,cid__author_2,1.0,1
idx__1735,tt__recent_design_tradeoffs_in_sql3,1,1.0
tt__recent_design_tradeoffs_in_sql3,cid__title,1.0,1
idx__1735,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1735,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1736,tt__bill_rosenblatt,1,1.0
tt__bill_rosenblatt,cid__author_1,1.0,1
idx__1736,tt__unix_rdbms_the_next_generation_what_are_the_unix_relationaldatabase_vendors_doing_to_survive_in_the_next_generation_of_clientserver_environments,1,1.0
tt__unix_rdbms_the_next_generation_what_are_the_unix_relationaldatabase_vendors_doing_to_survive_in_the_next_generation_of_clientserver_environments,cid__title,1.0,1
idx__1736,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1736,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1737,tt__daniel_barbar225,1,1.0
tt__daniel_barbar225,cid__author_1,1.0,1
idx__1737,tt__tomasz_imieli324ski,1,1.0
tt__tomasz_imieli324ski,cid__author_2,1.0,1
idx__1737,tt__sleepers_and_workaholics_caching_strategies_in_mobile_environments,1,1.0
tt__sleepers_and_workaholics_caching_strategies_in_mobile_environments,cid__title,1.0,1
idx__1737,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1737,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1738,tt__yixiu_huang,1,1.0
tt__yixiu_huang,cid__author_1,1.0,1
idx__1738,tt__prasad_sistla,1,1.0
tt__prasad_sistla,cid__author_2,1.0,1
idx__1738,tt__ouri_wolfson,1,1.0
tt__ouri_wolfson,cid__author_3,1.0,1
idx__1738,tt__data_replication_for_mobile_computers,1,1.0
tt__data_replication_for_mobile_computers,cid__title,1.0,1
idx__1738,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1738,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1739,tt__tomasz_imielinski,1,1.0
tt__tomasz_imielinski,cid__author_1,1.0,1
idx__1739,tt__s_viswanathan,1,1.0
tt__s_viswanathan,cid__author_2,1.0,1
idx__1739,tt__b_r_badrinath,1,1.0
tt__b_r_badrinath,cid__author_3,1.0,1
idx__1739,tt__energy_efficient_indexing_on_air,1,1.0
tt__energy_efficient_indexing_on_air,cid__title,1.0,1
idx__1739,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1739,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1740,tt__ilsoo_ahn,1,1.0
tt__ilsoo_ahn,cid__author_1,1.0,1
idx__1740,tt__sigmod_challenges_paper_database_issues_in_telecommunications_network_management,1,1.0
tt__sigmod_challenges_paper_database_issues_in_telecommunications_network_management,cid__title,1.0,1
idx__1740,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1740,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1741,tt__a_biliris,1,1.0
tt__a_biliris,cid__author_1,1.0,1
idx__1741,tt__s_dar,1,1.0
tt__s_dar,cid__author_2,1.0,1
idx__1741,tt__n_gehani,1,1.0
tt__n_gehani,cid__author_3,1.0,1
idx__1741,tt__h_v_jagadish,1,1.0
tt__h_v_jagadish,cid__author_4,1.0,1
idx__1741,tt__asset_a_system_for_supporting_extended_transactions,1,1.0
tt__asset_a_system_for_supporting_extended_transactions,cid__title,1.0,1
idx__1741,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1741,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1742,tt__c_mohan,1,1.0
tt__c_mohan,cid__author_1,1.0,1
idx__1742,tt__inderpal_narang,1,1.0
tt__inderpal_narang,cid__author_2,1.0,1
idx__1742,tt__ariescsa_a_method_for_database_recovery_in_clientserver_architectures,1,1.0
tt__ariescsa_a_method_for_database_recovery_in_clientserver_architectures,cid__title,1.0,1
idx__1742,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1742,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1743,tt__aidong_zhang,1,1.0
tt__aidong_zhang,cid__author_1,1.0,1
idx__1743,tt__marian_nodine,1,1.0
tt__marian_nodine,cid__author_2,1.0,1
idx__1743,tt__bharat_bhargava,1,1.0
tt__bharat_bhargava,cid__author_3,1.0,1
idx__1743,tt__omran_bukhres,1,1.0
tt__omran_bukhres,cid__author_4,1.0,1
idx__1743,tt__ensuring_relaxed_atomicity_for_flexible_transactions_in_multidatabase_systems,1,1.0
tt__ensuring_relaxed_atomicity_for_flexible_transactions_in_multidatabase_systems,cid__title,1.0,1
idx__1743,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__1743,tn__1994,1,1
tn__1994,cid__year,1,1
idx__1744,tt__ashish_gupta,1,1.0
tt__ashish_gupta,cid__author_1,1.0,1
idx__1744,tt__venky_harinarayan,1,1.0
tt__venky_harinarayan,cid__author_2,1.0,1
idx__1744,tt__anand_rajaraman,1,1.0
tt__anand_rajaraman,cid__author_3,1.0,1
idx__1744,tt__virtual_database_technology,1,1.0
tt__virtual_database_technology,cid__title,1.0,1
idx__1744,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1744,tn__1997,1,1
tn__1997,cid__year,1,1
idx__1745,tt__s_conrad,1,1.0
tt__s_conrad,cid__author_1,1.0,1
idx__1745,tt__b_eaglestone,1,1.0
tt__b_eaglestone,cid__author_2,1.0,1
idx__1745,tt__w_hasselbring,1,1.0
tt__w_hasselbring,cid__author_3,1.0,1
idx__1745,tt__m_roantree,1,1.0
tt__m_roantree,cid__author_4,1.0,1
idx__1745,tt__research_issues_in_federated_database_systems_report_of_efdbs_97_workshop,1,1.0
tt__research_issues_in_federated_database_systems_report_of_efdbs_97_workshop,cid__title,1.0,1
idx__1745,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1745,tn__1997,1,1
tn__1997,cid__year,1,1
idx__1746,tt__sushil_jajodia,1,1.0
tt__sushil_jajodia,cid__author_1,1.0,1
idx__1746,tt__daniel_barbar225,1,1.0
tt__daniel_barbar225,cid__author_2,1.0,1
idx__1746,tt__alex_brodsky,1,1.0
tt__alex_brodsky,cid__author_3,1.0,1
idx__1746,tt__larry_kerschberg,1,1.0
tt__larry_kerschberg,cid__author_4,1.0,1
idx__1746,tt__information_systems_research_at_george_mason_university,1,1.0
tt__information_systems_research_at_george_mason_university,cid__title,1.0,1
idx__1746,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1746,tn__1997,1,1
tn__1997,cid__year,1,1
idx__1747,tt__jim_gray,1,1.0
tt__jim_gray,cid__author_1,1.0,1
idx__1747,tt__goetz_graefe,1,1.0
tt__goetz_graefe,cid__author_2,1.0,1
idx__1747,tt__the_fiveminute_rule_ten_years_late_and_other_computer_storage_rules_of_thumb,1,1.0
tt__the_fiveminute_rule_ten_years_late_and_other_computer_storage_rules_of_thumb,cid__title,1.0,1
idx__1747,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1747,tn__1997,1,1
tn__1997,cid__year,1,1
idx__1748,tt__robert_a_nado,1,1.0
tt__robert_a_nado,cid__author_1,1.0,1
idx__1748,tt__scott_b_huffman,1,1.0
tt__scott_b_huffman,cid__author_2,1.0,1
idx__1748,tt__extracting_entity_profiles_from_semistructured_information_spaces,1,1.0
tt__extracting_entity_profiles_from_semistructured_information_spaces,cid__title,1.0,1
idx__1748,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__1748,tn__1997,1,1
tn__1997,cid__year,1,1
idx__1749,tt__jason_mchugh,1,1.0
tt__jason_mchugh,cid__author_1,1.0,1
idx__1749,tt__jennifer_widom,1,1.0
tt__jennifer_widom,cid__author_2,1.0,1
