3#__tn,3$__tt,5$__idx,1$__cid
idx__2496,tt__cisco_ncc_mpls_vpn_manager_10_500device_rtu,1,1.0
tt__cisco_ncc_mpls_vpn_manager_10_500device_rtu,cid__1_title,1.0,1
idx__2497,tn__30,1,1
tn__30,cid__1_price,1,1
idx__2497,tt__bookkeeper_2007,1,1.0
tt__bookkeeper_2007,cid__1_title,1.0,1
idx__2498,tn__279,1,1
tn__279,cid__1_price,1,1
idx__2498,tt__adobe_photoshop_cs3_extended_complete_package_1_user_academic_cd_mac,1,1.0
tt__adobe_photoshop_cs3_extended_complete_package_1_user_academic_cd_mac,cid__1_title,1.0,1
idx__2499,tn__70,1,1
tn__70,cid__1_price,1,1
idx__2499,tt__quicken_r_for_mac_2007,1,1.0
tt__quicken_r_for_mac_2007,cid__1_title,1.0,1
idx__2500,tn__169,1,1
tn__169,cid__1_price,1,1
idx__2500,tt__microsoft_windows_vista_business_upgrade_license_1_pc_english,1,1.0
tt__microsoft_windows_vista_business_upgrade_license_1_pc_english,cid__1_title,1.0,1
idx__2501,tn__60,1,1
tn__60,cid__1_price,1,1
idx__2501,tt__quicken_r_2004_deluxe,1,1.0
tt__quicken_r_2004_deluxe,cid__1_title,1.0,1
idx__2502,tn__170,1,1
tn__170,cid__1_price,1,1
idx__2502,tt__peachtree_r_pro_accounting_2007,1,1.0
tt__peachtree_r_pro_accounting_2007,cid__1_title,1.0,1
idx__2503,tn__93,1,1
tn__93,cid__1_price,1,1
idx__2503,tt__sony_vegas_movie_studio_7_dvd_platinum_edition_academic,1,1.0
tt__sony_vegas_movie_studio_7_dvd_platinum_edition_academic,cid__1_title,1.0,1
idx__2504,tn__71727,1,1
tn__71727,cid__1_price,1,1
idx__2504,tt__novell_identity_manager_integration_module_for_mainframe_for_800_series_mvs,1,1.0
tt__novell_identity_manager_integration_module_for_mainframe_for_800_series_mvs,cid__1_title,1.0,1
idx__2505,tn__40,1,1
tn__40,cid__1_price,1,1
idx__2505,tt__resumemaker_r_professional_ultimate,1,1.0
tt__resumemaker_r_professional_ultimate,cid__1_title,1.0,1
idx__2506,tn__71727,1,1
tn__71727,cid__1_price,1,1
idx__2506,tt__novell_identity_manager_integration_module_for_mainframe_for_800_series_mvs,1,1.0
tt__novell_identity_manager_integration_module_for_mainframe_for_800_series_mvs,cid__1_title,1.0,1
idx__2507,tn__331,1,1
tn__331,cid__1_price,1,1
idx__2507,tt__autocad_r_lt_2007,1,1.0
tt__autocad_r_lt_2007,cid__1_title,1.0,1
idx__2508,tn__71760,1,1
tn__71760,cid__1_price,1,1
idx__2508,tt__cisco_cns_network_registrar_central_manager_v_61_license_cnr6_1_rcm500k,1,1.0
tt__cisco_cns_network_registrar_central_manager_v_61_license_cnr6_1_rcm500k,cid__1_title,1.0,1
idx__2509,tn__369,1,1
tn__369,cid__1_price,1,1
idx__2509,tt__adobe_creative_suite_3_design_standard_complete_package_1_user_academic_windows,1,1.0
tt__adobe_creative_suite_3_design_standard_complete_package_1_user_academic_windows,cid__1_title,1.0,1
idx__2510,tn__71877,1,1
tn__71877,cid__1_price,1,1
idx__2510,tt__1000pk_multi_pack_instant,1,1.0
tt__1000pk_multi_pack_instant,cid__1_title,1.0,1
idx__2511,tn__155,1,1
tn__155,cid__1_price,1,1
idx__2511,tt__adobe_acrobat_70_professional_education_version_for_windows,1,1.0
tt__adobe_acrobat_70_professional_education_version_for_windows,cid__1_title,1.0,1
idx__2512,tn__71877,1,1
tn__71877,cid__1_price,1,1
idx__2512,tt__1000pk_multi_pack_instant,1,1.0
tt__1000pk_multi_pack_instant,cid__1_title,1.0,1
idx__2513,tn__99,1,1
tn__99,cid__1_price,1,1
idx__2513,tt__adobe_acrobat_70_standard_academic_mac,1,1.0
tt__adobe_acrobat_70_standard_academic_mac,cid__1_title,1.0,1
idx__2514,tn__279,1,1
tn__279,cid__1_price,1,1
idx__2514,tt__adobe_photoshop_cs3_extended_complete_package_1_user_academic_cd_windows,1,1.0
tt__adobe_photoshop_cs3_extended_complete_package_1_user_academic_cd_windows,cid__1_title,1.0,1
idx__2515,tn__40,1,1
tn__40,cid__1_price,1,1
idx__2515,tt__nintendo_wii_spongebob_creature_from_the_krusty_krab,1,1.0
tt__nintendo_wii_spongebob_creature_from_the_krusty_krab,cid__1_title,1.0,1
idx__2516,tn__50,1,1
tn__50,cid__1_price,1,1
idx__2516,tt__photo_explosion_deluxe_r_20,1,1.0
tt__photo_explosion_deluxe_r_20,cid__1_title,1.0,1
idx__2517,tn__72402,1,1
tn__72402,cid__1_price,1,1
idx__2517,tt__exch_srvr_extrnconn_licsa_gv,1,1.0
tt__exch_srvr_extrnconn_licsa_gv,cid__1_title,1.0,1
idx__2518,tn__184,1,1
tn__184,cid__1_price,1,1
idx__2518,tt__netopia_timbuktu_pro_for_macintosh_twinpack,1,1.0
tt__netopia_timbuktu_pro_for_macintosh_twinpack,cid__1_title,1.0,1
idx__2519,tn__100,1,1
tn__100,cid__1_price,1,1
idx__2519,tt__scansoft_r_paperport_r_11,1,1.0
tt__scansoft_r_paperport_r_11,cid__1_title,1.0,1
idx__2520,tn__30,1,1
tn__30,cid__1_price,1,1
idx__2520,tt__the_print_shop_r_22,1,1.0
tt__the_print_shop_r_22,cid__1_title,1.0,1
idx__2521,tn__72,1,1
tn__72,cid__1_price,1,1
idx__2521,tt__adobe_academic_flex_builder_2_for_windows_with_charting_1_user,1,1.0
tt__adobe_academic_flex_builder_2_for_windows_with_charting_1_user,cid__1_title,1.0,1
idx__2522,tn__235,1,1
tn__235,cid__1_price,1,1
idx__2522,tt__microsoft_r_office_2004_for_mac_standard_edition_upgrade_version,1,1.0
tt__microsoft_r_office_2004_for_mac_standard_edition_upgrade_version,cid__1_title,1.0,1
idx__2523,tn__50,1,1
tn__50,cid__1_price,1,1
idx__2523,tt__roxio_r_popcorn_tm_2,1,1.0
tt__roxio_r_popcorn_tm_2,cid__1_title,1.0,1
idx__2524,tn__30,1,1
tn__30,cid__1_price,1,1
idx__2524,tt__diskeeper_corporation_diskeeper_2007_professional_edition_complete_package_1_workstation_academic,1,1.0
tt__diskeeper_corporation_diskeeper_2007_professional_edition_complete_package_1_workstation_academic,cid__1_title,1.0,1
idx__2525,tn__110,1,1
tn__110,cid__1_price,1,1
idx__2525,tt__microsoft_r_access_2007,1,1.0
tt__microsoft_r_access_2007,cid__1_title,1.0,1
idx__2526,tn__147,1,1
tn__147,cid__1_price,1,1
idx__2526,tt__microsoft_r_office_2004_for_mac_student_and_teacher_edition,1,1.0
tt__microsoft_r_office_2004_for_mac_student_and_teacher_edition,cid__1_title,1.0,1
idx__2527,tn__50,1,1
tn__50,cid__1_price,1,1
idx__2527,tt__pccillin_tm_internet_security_2007,1,1.0
tt__pccillin_tm_internet_security_2007,cid__1_title,1.0,1
idx__2528,tn__130,1,1
tn__130,cid__1_price,1,1
idx__2528,tt__microsoft_r_streets_and_trips_2005_with_gps_locator,1,1.0
tt__microsoft_r_streets_and_trips_2005_with_gps_locator,cid__1_title,1.0,1
idx__2529,tn__426,1,1
tn__426,cid__1_price,1,1
idx__2529,tt__sony_vegas_7_dvd_production_suite_software_full_version_video_editing_and_dvd_creation,1,1.0
tt__sony_vegas_7_dvd_production_suite_software_full_version_video_editing_and_dvd_creation,cid__1_title,1.0,1
idx__2530,tn__275,1,1
tn__275,cid__1_price,1,1
idx__2530,tt__software,1,1.0
tt__software,cid__1_title,1.0,1
idx__2531,tn__80,1,1
tn__80,cid__1_price,1,1
idx__2531,tt__art_explosion_r_800000,1,1.0
tt__art_explosion_r_800000,cid__1_title,1.0,1
idx__2532,tn__240,1,1
tn__240,cid__1_price,1,1
idx__2532,tt__microsoft_r_windows_vista_tm_home_premium,1,1.0
tt__microsoft_r_windows_vista_tm_home_premium,cid__1_title,1.0,1
idx__2533,tn__100,1,1
tn__100,cid__1_price,1,1
idx__2533,tt__microsoft_r_works_suite_2005,1,1.0
tt__microsoft_r_works_suite_2005,cid__1_title,1.0,1
idx__2534,tn__120,1,1
tn__120,cid__1_price,1,1
idx__2534,tt__symantec_tm_norton_internet_security_tm_2005_3user,1,1.0
tt__symantec_tm_norton_internet_security_tm_2005_3user,cid__1_title,1.0,1
idx__2535,tn__129,1,1
tn__129,cid__1_price,1,1
idx__2535,tt__studio_ultimate_version_11,1,1.0
tt__studio_ultimate_version_11,cid__1_title,1.0,1
idx__2536,tn__50,1,1
tn__50,cid__1_price,1,1
idx__2536,tt__ulead_r_dvd_moviefactory_r_5,1,1.0
tt__ulead_r_dvd_moviefactory_r_5,cid__1_title,1.0,1
idx__2537,tn__15,1,1
tn__15,cid__1_price,1,1
idx__2537,tt__sony_playstation_2_the_art_of_fighting_anthology,1,1.0
tt__sony_playstation_2_the_art_of_fighting_anthology,cid__1_title,1.0,1
idx__2538,tn__30,1,1
tn__30,cid__1_price,1,1
idx__2538,tt__mobile_find,1,1.0
tt__mobile_find,cid__1_title,1.0,1
idx__2539,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2539,tt__sony_playstation_2_beatmania,1,1.0
tt__sony_playstation_2_beatmania,cid__1_title,1.0,1
idx__2540,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2540,tt__the_sims_hot_date_expansion_pack,1,1.0
tt__the_sims_hot_date_expansion_pack,cid__1_title,1.0,1
idx__2541,tn__50,1,1
tn__50,cid__1_price,1,1
idx__2541,tt__art_explosion_r_greeting_card_factory_r_deluxe_60,1,1.0
tt__art_explosion_r_greeting_card_factory_r_deluxe_60,cid__1_title,1.0,1
idx__2542,tn__15,1,1
tn__15,cid__1_price,1,1
idx__2542,tt__nintendo_gamecube_teen_titans,1,1.0
tt__nintendo_gamecube_teen_titans,cid__1_title,1.0,1
idx__2543,tn__680,1,1
tn__680,cid__1_price,1,1
idx__2543,tt__adobe_r_photoshop_r_70_upgrade_for_pc,1,1.0
tt__adobe_r_photoshop_r_70_upgrade_for_pc,cid__1_title,1.0,1
idx__2544,tn__40,1,1
tn__40,cid__1_price,1,1
idx__2544,tt__printmaster_r_platinum_16,1,1.0
tt__printmaster_r_platinum_16,cid__1_title,1.0,1
idx__2545,tn__231,1,1
tn__231,cid__1_price,1,1
idx__2545,tt__microsoft_r_office_word_2004_for_mac_full_version,1,1.0
tt__microsoft_r_office_word_2004_for_mac_full_version,cid__1_title,1.0,1
idx__2546,tn__50,1,1
tn__50,cid__1_price,1,1
idx__2546,tt__web_easy_r_professional_6,1,1.0
tt__web_easy_r_professional_6,cid__1_title,1.0,1
idx__2547,tn__80,1,1
tn__80,cid__1_price,1,1
idx__2547,tt__symantec_tm_norton_360_tm,1,1.0
tt__symantec_tm_norton_360_tm,cid__1_title,1.0,1
idx__2548,tn__50,1,1
tn__50,cid__1_price,1,1
idx__2548,tt__ultra_wincleaner_2002_utility_suite,1,1.0
tt__ultra_wincleaner_2002_utility_suite,cid__1_title,1.0,1
idx__2549,tn__996,1,1
tn__996,cid__1_price,1,1
idx__2549,tt__adobe_r_publishing_collection_120,1,1.0
tt__adobe_r_publishing_collection_120,cid__1_title,1.0,1
idx__2550,tn__40,1,1
tn__40,cid__1_price,1,1
idx__2550,tt__pokemon_diamond_version_nintendo_ds,1,1.0
tt__pokemon_diamond_version_nintendo_ds,cid__1_title,1.0,1
idx__2551,tn__50,1,1
tn__50,cid__1_price,1,1
idx__2551,tt__system_care_professional,1,1.0
tt__system_care_professional,cid__1_title,1.0,1
idx__2552,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2552,tt__sony_playstation_2_god_of_war,1,1.0
tt__sony_playstation_2_god_of_war,cid__1_title,1.0,1
idx__2553,tn__70,1,1
tn__70,cid__1_price,1,1
idx__2553,tt__mcafee_internet_security_70,1,1.0
tt__mcafee_internet_security_70,cid__1_title,1.0,1
idx__2554,tn__103036,1,1
tn__103036,cid__1_price,1,1
idx__2554,tt__microsoft_molpc_csf_sbe_30_order_handling_sbe_200pt_b7m00283,1,1.0
tt__microsoft_molpc_csf_sbe_30_order_handling_sbe_200pt_b7m00283,cid__1_title,1.0,1
idx__2555,tn__250,1,1
tn__250,cid__1_price,1,1
idx__2555,tt__act_2004_for_windows,1,1.0
tt__act_2004_for_windows,cid__1_title,1.0,1
idx__2556,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2556,tt__business_cards_certificates_brochures,1,1.0
tt__business_cards_certificates_brochures,cid__1_title,1.0,1
idx__2557,tn__119862,1,1
tn__119862,cid__1_price,1,1
idx__2557,tt__emc_fed_id_mgr_for_25_sa_conn_fimm25,1,1.0
tt__emc_fed_id_mgr_for_25_sa_conn_fimm25,cid__1_title,1.0,1
idx__2558,tn__100,1,1
tn__100,cid__1_price,1,1
idx__2558,tt__pinnacle_tm_studio_plus_105_titanium_edition,1,1.0
tt__pinnacle_tm_studio_plus_105_titanium_edition,cid__1_title,1.0,1
idx__2559,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2559,tt__sony_playstation_2_socom_3_us_navy_seals,1,1.0
tt__sony_playstation_2_socom_3_us_navy_seals,cid__1_title,1.0,1
idx__2560,tn__119,1,1
tn__119,cid__1_price,1,1
idx__2560,tt__cto_only_windows_xp_pro_nc6000,1,1.0
tt__cto_only_windows_xp_pro_nc6000,cid__1_title,1.0,1
idx__2561,tn__100,1,1
tn__100,cid__1_price,1,1
idx__2561,tt__corel_r_paint_shop_pro_xi,1,1.0
tt__corel_r_paint_shop_pro_xi,cid__1_title,1.0,1
idx__2562,tn__122,1,1
tn__122,cid__1_price,1,1
idx__2562,tt__peachtree_r_compatible_continuous_checksaccounting_for_windows_versions_357_0,1,1.0
tt__peachtree_r_compatible_continuous_checksaccounting_for_windows_versions_357_0,cid__1_title,1.0,1
idx__2563,tn__40,1,1
tn__40,cid__1_price,1,1
idx__2563,tt__sony_playstation_2_karaoke_revolution_presents_american_idol,1,1.0
tt__sony_playstation_2_karaoke_revolution_presents_american_idol,cid__1_title,1.0,1
idx__2564,tn__30,1,1
tn__30,cid__1_price,1,1
idx__2564,tt__ghostsurf_tm_2007_platinum,1,1.0
tt__ghostsurf_tm_2007_platinum,cid__1_title,1.0,1
idx__2565,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2565,tt__sony_playstation_2_mortal_combat_armageddon,1,1.0
tt__sony_playstation_2_mortal_combat_armageddon,cid__1_title,1.0,1
idx__2566,tn__159788,1,1
tn__159788,cid__1_price,1,1
idx__2566,tt__cisco_pgw2200_include_redundant,1,1.0
tt__cisco_pgw2200_include_redundant,cid__1_title,1.0,1
idx__2567,tn__25,1,1
tn__25,cid__1_price,1,1
idx__2567,tt__freeverse_software_big_bang_brain_games_mac,1,1.0
tt__freeverse_software_big_bang_brain_games_mac,cid__1_title,1.0,1
idx__2568,tn__60,1,1
tn__60,cid__1_price,1,1
idx__2568,tt__xbox_360_marvel_ultimate_alliance_gold,1,1.0
tt__xbox_360_marvel_ultimate_alliance_gold,cid__1_title,1.0,1
idx__2569,tn__177579,1,1
tn__177579,cid__1_price,1,1
idx__2569,tt__nft1500_netflow_tracker_license_500_devices_linux_win_solaris,1,1.0
tt__nft1500_netflow_tracker_license_500_devices_linux_win_solaris,cid__1_title,1.0,1
idx__2570,tn__100,1,1
tn__100,cid__1_price,1,1
idx__2570,tt__microsoft_r_works_suite_2006,1,1.0
tt__microsoft_r_works_suite_2006,cid__1_title,1.0,1
idx__2571,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2571,tt__allume_stuffit_deluxe_11_macintosh_dvd_pack_sold_only_with_a_apple_cpu,1,1.0
tt__allume_stuffit_deluxe_11_macintosh_dvd_pack_sold_only_with_a_apple_cpu,cid__1_title,1.0,1
idx__2572,tn__111379,1,1
tn__111379,cid__1_price,1,1
idx__2572,tt__d51rsllbl_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,1,1.0
tt__d51rsllbl_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,cid__1_title,1.0,1
idx__2573,tn__77,1,1
tn__77,cid__1_price,1,1
idx__2573,tt__kaspersky_r_internet_security_60,1,1.0
tt__kaspersky_r_internet_security_60,cid__1_title,1.0,1
idx__2574,tn__30,1,1
tn__30,cid__1_price,1,1
idx__2574,tt__kiplingers_willpower,1,1.0
tt__kiplingers_willpower,cid__1_title,1.0,1
idx__2575,tn__30,1,1
tn__30,cid__1_price,1,1
idx__2575,tt__print_perfect_tm_platinum,1,1.0
tt__print_perfect_tm_platinum,cid__1_title,1.0,1
idx__2576,tn__570,1,1
tn__570,cid__1_price,1,1
idx__2576,tt__adobe_creative_suite_3_cs3_design_premium_upgrade_mac,1,1.0
tt__adobe_creative_suite_3_cs3_design_premium_upgrade_mac,cid__1_title,1.0,1
idx__2577,tn__104,1,1
tn__104,cid__1_price,1,1
idx__2577,tt__quickbooks_r,1,1.0
tt__quickbooks_r,cid__1_title,1.0,1
idx__2578,tn__24,1,1
tn__24,cid__1_price,1,1
idx__2578,tt__deposit_slips,1,1.0
tt__deposit_slips,cid__1_title,1.0,1
idx__2579,tn__16,1,1
tn__16,cid__1_price,1,1
idx__2579,tt__topics_presents_human_body,1,1.0
tt__topics_presents_human_body,cid__1_title,1.0,1
idx__2580,tn__145,1,1
tn__145,cid__1_price,1,1
idx__2580,tt__myob_compatible_multipurpose_continuous_checks,1,1.0
tt__myob_compatible_multipurpose_continuous_checks,cid__1_title,1.0,1
idx__2581,tn__145,1,1
tn__145,cid__1_price,1,1
idx__2581,tt__continuous_checks_for_peachtree_r_complete_iii_for_dos_v_5010_0,1,1.0
tt__continuous_checks_for_peachtree_r_complete_iii_for_dos_v_5010_0,cid__1_title,1.0,1
idx__2582,tn__91241,1,1
tn__91241,cid__1_price,1,1
idx__2582,tt__cisco_optical_services_module_multiplexor,1,1.0
tt__cisco_optical_services_module_multiplexor,cid__1_title,1.0,1
idx__2583,tn__145,1,1
tn__145,cid__1_price,1,1
idx__2583,tt__multipurpose_continuous_checks,1,1.0
tt__multipurpose_continuous_checks,cid__1_title,1.0,1
idx__2584,tn__81,1,1
tn__81,cid__1_price,1,1
idx__2584,tt__specialty_single_window_envelopes_to_match_your_forms_checks,1,1.0
tt__specialty_single_window_envelopes_to_match_your_forms_checks,cid__1_title,1.0,1
idx__2585,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2585,tt__barbie_horse_adventures_for_pc,1,1.0
tt__barbie_horse_adventures_for_pc,cid__1_title,1.0,1
idx__2586,tn__106,1,1
tn__106,cid__1_price,1,1
idx__2586,tt__peachtree_r_compatible_laser_checksaccounting_for_windows_versions_357_0,1,1.0
tt__peachtree_r_compatible_laser_checksaccounting_for_windows_versions_357_0,cid__1_title,1.0,1
idx__2587,tn__93001,1,1
tn__93001,cid__1_price,1,1
idx__2587,tt__d51rslld_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,1,1.0
tt__d51rslld_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,cid__1_title,1.0,1
idx__2588,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2588,tt__barbie_fashion_show_for_pc,1,1.0
tt__barbie_fashion_show_for_pc,cid__1_title,1.0,1
idx__2589,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2589,tt__i_spy_fantasy_with_mini_cd_for_pc,1,1.0
tt__i_spy_fantasy_with_mini_cd_for_pc,cid__1_title,1.0,1
idx__2590,tn__106,1,1
tn__106,cid__1_price,1,1
idx__2590,tt__multipurpose_laserinkjet_checks,1,1.0
tt__multipurpose_laserinkjet_checks,cid__1_title,1.0,1
idx__2591,tn__106,1,1
tn__106,cid__1_price,1,1
idx__2591,tt__microsoft_r_great_plains_dynamics_compatible_laser_checks,1,1.0
tt__microsoft_r_great_plains_dynamics_compatible_laser_checks,cid__1_title,1.0,1
idx__2592,tn__81,1,1
tn__81,cid__1_price,1,1
idx__2592,tt__specialty_single_window_envelopes_to_match_your_forms_checks,1,1.0
tt__specialty_single_window_envelopes_to_match_your_forms_checks,cid__1_title,1.0,1
idx__2593,tn__92,1,1
tn__92,cid__1_price,1,1
idx__2593,tt__microsoft_r_great_plains_business_solutions_compatible_payroll_continuous_checks,1,1.0
tt__microsoft_r_great_plains_business_solutions_compatible_payroll_continuous_checks,cid__1_title,1.0,1
idx__2594,tn__106,1,1
tn__106,cid__1_price,1,1
idx__2594,tt__quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_laser_checks,1,1.0
tt__quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_laser_checks,cid__1_title,1.0,1
idx__2595,tn__92,1,1
tn__92,cid__1_price,1,1
idx__2595,tt__multipurpose_continuous_checks,1,1.0
tt__multipurpose_continuous_checks,cid__1_title,1.0,1
idx__2596,tn__200,1,1
tn__200,cid__1_price,1,1
idx__2596,tt__peachtree_r_complete_iii,1,1.0
tt__peachtree_r_complete_iii,cid__1_title,1.0,1
idx__2597,tn__92,1,1
tn__92,cid__1_price,1,1
idx__2597,tt__continuous_checks_for_peachtree_r_complete_iii_for_dos_v_5010_0,1,1.0
tt__continuous_checks_for_peachtree_r_complete_iii_for_dos_v_5010_0,cid__1_title,1.0,1
idx__2598,tn__89104,1,1
tn__89104,cid__1_price,1,1
idx__2598,tt__d51rsllf_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,1,1.0
tt__d51rsllf_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,cid__1_title,1.0,1
idx__2599,tn__145,1,1
tn__145,cid__1_price,1,1
idx__2599,tt__peachtree_r_complete_iii_for_dos_5010_0_continuous_checks,1,1.0
tt__peachtree_r_complete_iii_for_dos_5010_0_continuous_checks,cid__1_title,1.0,1
idx__2600,tt__schoolzoneinteractive,1,1.0
tt__schoolzoneinteractive,cid__1_manufacturer,1.0,1
idx__2600,tn__18,1,1
tn__18,cid__1_price,1,1
idx__2600,tt__pencilpal_big_phonics,1,1.0
tt__pencilpal_big_phonics,cid__1_title,1.0,1
idx__2601,tn__90109,1,1
tn__90109,cid__1_price,1,1
idx__2601,tt__novell_identity_manager_integration_module_for_mainframe_for_900_series_mvs,1,1.0
tt__novell_identity_manager_integration_module_for_mainframe_for_900_series_mvs,cid__1_title,1.0,1
idx__2602,tn__10,1,1
tn__10,cid__1_price,1,1
idx__2602,tt__mighty_math_carnival_countdown,1,1.0
tt__mighty_math_carnival_countdown,cid__1_title,1.0,1
idx__2603,tn__18,1,1
tn__18,cid__1_price,1,1
idx__2603,tt__brain_play_1st3rd_grade,1,1.0
tt__brain_play_1st3rd_grade,cid__1_title,1.0,1
idx__2604,tt__ibm_aapmiscparts,1,1.0
tt__ibm_aapmiscparts,cid__1_manufacturer,1.0,1
idx__2604,tn__10,1,1
tn__10,cid__1_price,1,1
idx__2604,tt__millies_math_house,1,1.0
tt__millies_math_house,cid__1_title,1.0,1
idx__2605,tn__25,1,1
tn__25,cid__1_price,1,1
idx__2605,tt__wincleaner_oneclick_cleanup_version_10,1,1.0
tt__wincleaner_oneclick_cleanup_version_10,cid__1_title,1.0,1
idx__2606,tn__92,1,1
tn__92,cid__1_price,1,1
idx__2606,tt__mas_90_r_mas_200_r_compatible_continuous_checks,1,1.0
tt__mas_90_r_mas_200_r_compatible_continuous_checks,cid__1_title,1.0,1
idx__2607,tn__89582,1,1
tn__89582,cid__1_price,1,1
idx__2607,tt__cisco_optical_services_module_multiplexor,1,1.0
tt__cisco_optical_services_module_multiplexor,cid__1_title,1.0,1
idx__2608,tn__98,1,1
tn__98,cid__1_price,1,1
idx__2608,tt__quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_elegant_laser_checks,1,1.0
tt__quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_elegant_laser_checks,cid__1_title,1.0,1
idx__2609,tn__104,1,1
tn__104,cid__1_price,1,1
idx__2609,tt__peachtree_r_compatible_laser_formswindows_802004_version,1,1.0
tt__peachtree_r_compatible_laser_formswindows_802004_version,cid__1_title,1.0,1
idx__2610,tn__90109,1,1
tn__90109,cid__1_price,1,1
idx__2610,tt__novell_identity_manager_integration_module_for_mainframe_for_900_series_mvs,1,1.0
tt__novell_identity_manager_integration_module_for_mainframe_for_900_series_mvs,cid__1_title,1.0,1
idx__2611,tn__30,1,1
tn__30,cid__1_price,1,1
idx__2611,tt__roller_coaster_tycoon_3_for_pc,1,1.0
tt__roller_coaster_tycoon_3_for_pc,cid__1_title,1.0,1
idx__2612,tn__55,1,1
tn__55,cid__1_price,1,1
idx__2612,tt__blank_laser_checks,1,1.0
tt__blank_laser_checks,cid__1_title,1.0,1
idx__2613,tn__122,1,1
tn__122,cid__1_price,1,1
idx__2613,tt__mas_90_r_mas_200_r_compatible_continuous_checks,1,1.0
tt__mas_90_r_mas_200_r_compatible_continuous_checks,cid__1_title,1.0,1
idx__2614,tn__81,1,1
tn__81,cid__1_price,1,1
idx__2614,tt__specialty_single_window_envelopes_to_match_your_forms_checks,1,1.0
tt__specialty_single_window_envelopes_to_match_your_forms_checks,cid__1_title,1.0,1
idx__2615,tn__104,1,1
tn__104,cid__1_price,1,1
idx__2615,tt__daceasy_tm_compatible_laser_forms,1,1.0
tt__daceasy_tm_compatible_laser_forms,cid__1_title,1.0,1
idx__2616,tn__200,1,1
tn__200,cid__1_price,1,1
idx__2616,tt__quickbooks_r,1,1.0
tt__quickbooks_r,cid__1_title,1.0,1
idx__2617,tn__106,1,1
tn__106,cid__1_price,1,1
idx__2617,tt__laser_payroll_checks,1,1.0
tt__laser_payroll_checks,cid__1_title,1.0,1
idx__2618,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2618,tt__nicktoons_winners_cup_racing_for_pc,1,1.0
tt__nicktoons_winners_cup_racing_for_pc,cid__1_title,1.0,1
idx__2619,tn__200,1,1
tn__200,cid__1_price,1,1
idx__2619,tt__peachtree_r_compatible_continuous_formsaccounting_for_windows_802004_version,1,1.0
tt__peachtree_r_compatible_continuous_formsaccounting_for_windows_802004_version,cid__1_title,1.0,1
idx__2620,tn__20,1,1
tn__20,cid__1_price,1,1
idx__2620,tt__sony_playstation_2_grand_turismo_4,1,1.0
tt__sony_playstation_2_grand_turismo_4,cid__1_title,1.0,1
idx__2621,tn__98,1,1
tn__98,cid__1_price,1,1
idx__2621,tt__quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_elegant_laser_checks,1,1.0
tt__quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_elegant_laser_checks,cid__1_title,1.0,1
idx__2622,tn__32,1,1
tn__32,cid__1_price,1,1
idx__2622,tt__threetoapage_7_ring_premier_binder,1,1.0
tt__threetoapage_7_ring_premier_binder,cid__1_title,1.0,1
idx__2623,tn__200,1,1
tn__200,cid__1_price,1,1
idx__2623,tt__peachtree_r_complete_iii,1,1.0
tt__peachtree_r_complete_iii,cid__1_title,1.0,1
idx__2624,tn__122,1,1
tn__122,cid__1_price,1,1
idx__2624,tt__peachtree_r_compatible_continuous_checksoffice_accounting_120,1,1.0
tt__peachtree_r_compatible_continuous_checksoffice_accounting_120,cid__1_title,1.0,1
idx__2625,tn__115,1,1
tn__115,cid__1_price,1,1
idx__2625,tt__quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_elegant_laser_checks,1,1.0
tt__quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_elegant_laser_checks,cid__1_title,1.0,1
idx__2626,tn__86876,1,1
tn__86876,cid__1_price,1,1
idx__2626,tt__d51rsllg_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,1,1.0
tt__d51rsllg_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,cid__1_title,1.0,1
idx__2627,tn__92,1,1
tn__92,cid__1_price,1,1
