3#__tn,3$__tt,5$__idx,1$__cid
idx__4022,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4023,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4023,tt__anniversary_barley_wine_ale,1,1.0
tt__anniversary_barley_wine_ale,cid__0_beer_name,1.0,1
idx__4023,tt__uinta_brewing_company,1,1.0
tt__uinta_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4023,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4024,tn__12,1,1
tn__12,cid__0_abv,1,1
idx__4024,tt__heirloom_pumpkin_barleywine,1,1.0
tt__heirloom_pumpkin_barleywine,cid__0_beer_name,1.0,1
idx__4024,tt__almanac_beer_co,1,1.0
tt__almanac_beer_co,cid__0_brew_factory_name,1.0,1
idx__4024,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4025,tn__17,1,1
tn__17,cid__0_abv,1,1
idx__4025,tt__a_deal_with_the_devil,1,1.0
tt__a_deal_with_the_devil,cid__0_beer_name,1.0,1
idx__4025,tt__anchorage_brewing_company,1,1.0
tt__anchorage_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4025,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4026,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4026,tt__killer_penguin_barleywine,1,1.0
tt__killer_penguin_barleywine,cid__0_beer_name,1.0,1
idx__4026,tt__boulder_beer_wilderness_pub,1,1.0
tt__boulder_beer_wilderness_pub,cid__0_brew_factory_name,1.0,1
idx__4026,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4027,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4027,tt__lower_de_boom_barleywine,1,1.0
tt__lower_de_boom_barleywine,cid__0_beer_name,1.0,1
idx__4027,tt__21st_amendment_brewery,1,1.0
tt__21st_amendment_brewery,cid__0_brew_factory_name,1.0,1
idx__4027,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4028,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4028,tt__griffin_s_bow,1,1.0
tt__griffin_s_bow,cid__0_beer_name,1.0,1
idx__4028,tt__boston_beer_company_samuel_adams,1,1.0
tt__boston_beer_company_samuel_adams,cid__0_brew_factory_name,1.0,1
idx__4028,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4029,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4029,tt__sisyphus,1,1.0
tt__sisyphus,cid__0_beer_name,1.0,1
idx__4029,tt__real_ale_brewing_company,1,1.0
tt__real_ale_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4029,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4030,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4030,tt__alaskan_barley_wine_pilot_series,1,1.0
tt__alaskan_barley_wine_pilot_series,cid__0_beer_name,1.0,1
idx__4030,tt__alaskan_brewing_co,1,1.0
tt__alaskan_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4030,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4031,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4031,tt__smuttynose_barleywine_style_ale_big_beer_series,1,1.0
tt__smuttynose_barleywine_style_ale_big_beer_series,cid__0_beer_name,1.0,1
idx__4031,tt__smuttynose_brewing_company,1,1.0
tt__smuttynose_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4031,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4032,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4032,tt__gratitude,1,1.0
tt__gratitude,cid__0_beer_name,1.0,1
idx__4032,tt__east_end_brewing_company,1,1.0
tt__east_end_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4032,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4033,tn__14,1,1
tn__14,cid__0_abv,1,1
idx__4033,tt__great,1,1.0
tt__great,cid__0_beer_name,1.0,1
idx__4033,tt__alpine_beer_company,1,1.0
tt__alpine_beer_company,cid__0_brew_factory_name,1.0,1
idx__4033,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4034,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4034,tt__the_vermonster,1,1.0
tt__the_vermonster,cid__0_beer_name,1.0,1
idx__4034,tt__rock_art_brewery,1,1.0
tt__rock_art_brewery,cid__0_brew_factory_name,1.0,1
idx__4034,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4035,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4035,tt__john_barleycorn_barleywine_ale,1,1.0
tt__john_barleycorn_barleywine_ale,cid__0_beer_name,1.0,1
idx__4035,tt__mad_river_brewing_company,1,1.0
tt__mad_river_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4035,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4036,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4036,tt__evil_twin_freudian_slip,1,1.0
tt__evil_twin_freudian_slip,cid__0_beer_name,1.0,1
idx__4036,tt__evil_twin_brewing,1,1.0
tt__evil_twin_brewing,cid__0_brew_factory_name,1.0,1
idx__4036,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4037,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4037,tt__100,1,1.0
tt__100,cid__0_beer_name,1.0,1
idx__4037,tt__n_gne_det_kompromissl_se_bryggeri_as,1,1.0
tt__n_gne_det_kompromissl_se_bryggeri_as,cid__0_brew_factory_name,1.0,1
idx__4037,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4038,tn__13,1,1
tn__13,cid__0_abv,1,1
idx__4038,tt__helldorado,1,1.0
tt__helldorado,cid__0_beer_name,1.0,1
idx__4038,tt__firestone_walker_brewing_co,1,1.0
tt__firestone_walker_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4038,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4039,tn__12,1,1
tn__12,cid__0_abv,1,1
idx__4039,tt__big_worse,1,1.0
tt__big_worse,cid__0_beer_name,1.0,1
idx__4039,tt__mikkeller_aps,1,1.0
tt__mikkeller_aps,cid__0_brew_factory_name,1.0,1
idx__4039,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4040,tn__12,1,1
tn__12,cid__0_abv,1,1
idx__4040,tt__barrel_aged_old_ruffian,1,1.0
tt__barrel_aged_old_ruffian,cid__0_beer_name,1.0,1
idx__4040,tt__great_divide_brewing_company,1,1.0
tt__great_divide_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4040,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4041,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4041,tt__old_guardian_barley_wine_style_ale_extra_hoppy,1,1.0
tt__old_guardian_barley_wine_style_ale_extra_hoppy,cid__0_beer_name,1.0,1
idx__4041,tt__stone_brewing_co,1,1.0
tt__stone_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4041,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4042,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4042,tt__alesmith_old_numbskull_barrel_aged,1,1.0
tt__alesmith_old_numbskull_barrel_aged,cid__0_beer_name,1.0,1
idx__4042,tt__alesmith_brewing_company,1,1.0
tt__alesmith_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4042,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4043,tn__12,1,1
tn__12,cid__0_abv,1,1
idx__4043,tt__barrel_aged_behemoth,1,1.0
tt__barrel_aged_behemoth,cid__0_beer_name,1.0,1
idx__4043,tt__3_floyds_brewing_co,1,1.0
tt__3_floyds_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4043,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4044,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__4044,tt__old_boardhead_barleywine_ale,1,1.0
tt__old_boardhead_barleywine_ale,cid__0_beer_name,1.0,1
idx__4044,tt__full_sail_brewery_tasting_room_pub,1,1.0
tt__full_sail_brewery_tasting_room_pub,cid__0_brew_factory_name,1.0,1
idx__4044,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4045,tn__13,1,1
tn__13,cid__0_abv,1,1
idx__4045,tt__barrel_roll_no_4_hammerhead,1,1.0
tt__barrel_roll_no_4_hammerhead,cid__0_beer_name,1.0,1
idx__4045,tt__hangar_24_brewery,1,1.0
tt__hangar_24_brewery,cid__0_brew_factory_name,1.0,1
idx__4045,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4046,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4046,tt__chicken_killer_barley_wine,1,1.0
tt__chicken_killer_barley_wine,cid__0_beer_name,1.0,1
idx__4046,tt__santa_fe_brewing_company,1,1.0
tt__santa_fe_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4046,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4047,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4047,tt__old_blarney_barleywine,1,1.0
tt__old_blarney_barleywine,cid__0_beer_name,1.0,1
idx__4047,tt__moylan_s_brewery,1,1.0
tt__moylan_s_brewery,cid__0_brew_factory_name,1.0,1
idx__4047,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4048,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4048,tt__devil_s_milk,1,1.0
tt__devil_s_milk,cid__0_beer_name,1.0,1
idx__4048,tt__duclaw_brewing_company,1,1.0
tt__duclaw_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4048,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4049,tn__12,1,1
tn__12,cid__0_abv,1,1
idx__4049,tt__olde_bluehair_barley_wine,1,1.0
tt__olde_bluehair_barley_wine,cid__0_beer_name,1.0,1
idx__4049,tt__big_sky_brewing_company,1,1.0
tt__big_sky_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4049,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4050,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__4050,tt__oakaged_backburner_imperial_barley_wine_style_ale,1,1.0
tt__oakaged_backburner_imperial_barley_wine_style_ale,cid__0_beer_name,1.0,1
idx__4050,tt__southern_tier_brewing_company,1,1.0
tt__southern_tier_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4050,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4051,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__4051,tt__holidale,1,1.0
tt__holidale,cid__0_beer_name,1.0,1
idx__4051,tt__berkshire_brewing_company_inc,1,1.0
tt__berkshire_brewing_company_inc,cid__0_brew_factory_name,1.0,1
idx__4051,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4052,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4052,tt__blue_point_old_howling_bastard,1,1.0
tt__blue_point_old_howling_bastard,cid__0_beer_name,1.0,1
idx__4052,tt__blue_point_brewing_company,1,1.0
tt__blue_point_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4052,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4053,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4053,tt__talon_true_style_barley_wine_ale,1,1.0
tt__talon_true_style_barley_wine_ale,cid__0_beer_name,1.0,1
idx__4053,tt__mendocino_brewing_company,1,1.0
tt__mendocino_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4053,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4054,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4054,tt__hell_on_wood,1,1.0
tt__hell_on_wood,cid__0_beer_name,1.0,1
idx__4054,tt__duclaw_brewing_company,1,1.0
tt__duclaw_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4054,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4055,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4055,tt__new_crustacean,1,1.0
tt__new_crustacean,cid__0_beer_name,1.0,1
idx__4055,tt__rogue_ales,1,1.0
tt__rogue_ales,cid__0_brew_factory_name,1.0,1
idx__4055,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4056,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4056,tt__widdershins,1,1.0
tt__widdershins,cid__0_beer_name,1.0,1
idx__4056,tt__left_hand_brewing_company,1,1.0
tt__left_hand_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4056,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4057,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4057,tt__sunturnbrew,1,1.0
tt__sunturnbrew,cid__0_beer_name,1.0,1
idx__4057,tt__n_gne_det_kompromissl_se_bryggeri_as,1,1.0
tt__n_gne_det_kompromissl_se_bryggeri_as,cid__0_brew_factory_name,1.0,1
idx__4057,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4058,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4058,tt__grand_illumination,1,1.0
tt__grand_illumination,cid__0_beer_name,1.0,1
idx__4058,tt__alewerks_brewing_company,1,1.0
tt__alewerks_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4058,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4059,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__4059,tt__old_godfather,1,1.0
tt__old_godfather,cid__0_beer_name,1.0,1
idx__4059,tt__speakeasy_ales_lagers,1,1.0
tt__speakeasy_ales_lagers,cid__0_brew_factory_name,1.0,1
idx__4059,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4060,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4060,tt__old_backus_barleywine,1,1.0
tt__old_backus_barleywine,cid__0_beer_name,1.0,1
idx__4060,tt__free_state_brewing_co,1,1.0
tt__free_state_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4060,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4061,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4061,tt__imperial_barley_wine_style_ale,1,1.0
tt__imperial_barley_wine_style_ale,cid__0_beer_name,1.0,1
idx__4061,tt__mendocino_brewing_company,1,1.0
tt__mendocino_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4061,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4062,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4062,tt__premeditated_murder_barleywine,1,1.0
tt__premeditated_murder_barleywine,cid__0_beer_name,1.0,1
idx__4062,tt__new_england_brewing_co,1,1.0
tt__new_england_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4062,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4063,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4063,tt__thomas_hooker_old_marley_barleywine,1,1.0
tt__thomas_hooker_old_marley_barleywine,cid__0_beer_name,1.0,1
idx__4063,tt__thomas_hooker_brewing_company,1,1.0
tt__thomas_hooker_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4063,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4064,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__4064,tt__old_knucklehead_barleywine,1,1.0
tt__old_knucklehead_barleywine,cid__0_beer_name,1.0,1
idx__4064,tt__bridgeport_brewing_co_brewpub,1,1.0
tt__bridgeport_brewing_co_brewpub,cid__0_brew_factory_name,1.0,1
idx__4064,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4065,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4065,tt__santa_vs_unicorn,1,1.0
tt__santa_vs_unicorn,cid__0_beer_name,1.0,1
idx__4065,tt__pipeworks_brewing_company,1,1.0
tt__pipeworks_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4065,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4066,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4066,tt__old_embalmer,1,1.0
tt__old_embalmer,cid__0_beer_name,1.0,1
idx__4066,tt__widmer_brothers_brewing_company,1,1.0
tt__widmer_brothers_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4066,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4067,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4067,tt__redhook_treblehook,1,1.0
tt__redhook_treblehook,cid__0_beer_name,1.0,1
idx__4067,tt__redhook_ale_brewery,1,1.0
tt__redhook_ale_brewery,cid__0_brew_factory_name,1.0,1
idx__4067,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4068,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__4068,tt__pike_old_bawdy_barley_wine,1,1.0
tt__pike_old_bawdy_barley_wine,cid__0_beer_name,1.0,1
idx__4068,tt__the_pike_brewing_company,1,1.0
tt__the_pike_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4068,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4069,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4069,tt__short_s_the_wizard,1,1.0
tt__short_s_the_wizard,cid__0_beer_name,1.0,1
idx__4069,tt__short_s_brewing_company,1,1.0
tt__short_s_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4069,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4070,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4070,tt__10_squared_fish_tale_ale,1,1.0
tt__10_squared_fish_tale_ale,cid__0_beer_name,1.0,1
idx__4070,tt__fish_brewing_company_fishbowl_brewpub,1,1.0
tt__fish_brewing_company_fishbowl_brewpub,cid__0_brew_factory_name,1.0,1
idx__4070,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4071,tn__13,1,1
tn__13,cid__0_abv,1,1
idx__4071,tt__maltose_falcons_brownywine,1,1.0
tt__maltose_falcons_brownywine,cid__0_beer_name,1.0,1
idx__4071,tt__firestone_walker_brewing_co,1,1.0
tt__firestone_walker_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4071,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4072,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4072,tt__kentucky_bourbon_barrel_barleywine,1,1.0
tt__kentucky_bourbon_barrel_barleywine,cid__0_beer_name,1.0,1
idx__4072,tt__alltech_s_lexington_brewing_and_distilling_co,1,1.0
tt__alltech_s_lexington_brewing_and_distilling_co,cid__0_brew_factory_name,1.0,1
idx__4072,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4073,tn__13,1,1
tn__13,cid__0_abv,1,1
idx__4073,tt__attempted_redrum,1,1.0
tt__attempted_redrum,cid__0_beer_name,1.0,1
idx__4073,tt__new_england_brewing_co,1,1.0
tt__new_england_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4073,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4074,tn__15,1,1
tn__15,cid__0_abv,1,1
idx__4074,tt__three_guy_off_the_scale_barley_wine,1,1.0
tt__three_guy_off_the_scale_barley_wine,cid__0_beer_name,1.0,1
idx__4074,tt__dark_horse_brewing_company,1,1.0
tt__dark_horse_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4074,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4075,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4075,tt__reaper_vs_unicorn,1,1.0
tt__reaper_vs_unicorn,cid__0_beer_name,1.0,1
idx__4075,tt__pipeworks_brewing_company,1,1.0
tt__pipeworks_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4075,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4076,tn__13,1,1
tn__13,cid__0_abv,1,1
idx__4076,tt__before_the_dawn,1,1.0
tt__before_the_dawn,cid__0_beer_name,1.0,1
idx__4076,tt__steel_toe_brewing,1,1.0
tt__steel_toe_brewing,cid__0_brew_factory_name,1.0,1
idx__4076,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4077,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__4077,tt__twisted_trace,1,1.0
tt__twisted_trace,cid__0_beer_name,1.0,1
idx__4077,tt__minneapolis_town_hall_brewery,1,1.0
tt__minneapolis_town_hall_brewery,cid__0_brew_factory_name,1.0,1
idx__4077,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4078,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4078,tt__barley_wine,1,1.0
tt__barley_wine,cid__0_beer_name,1.0,1
idx__4078,tt__epic_brewing_company,1,1.0
tt__epic_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4078,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4079,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4079,tt__day_night,1,1.0
tt__day_night,cid__0_beer_name,1.0,1
idx__4079,tt__trillium_brewing_company,1,1.0
tt__trillium_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4079,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4080,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__4080,tt__single_batch_series_barleywine,1,1.0
tt__single_batch_series_barleywine,cid__0_beer_name,1.0,1
idx__4080,tt__sebago_brewing_company,1,1.0
tt__sebago_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4080,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4081,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4081,tt__big_eddy_ryewine_ale,1,1.0
tt__big_eddy_ryewine_ale,cid__0_beer_name,1.0,1
idx__4081,tt__jacob_leinenkugel_brewing_company,1,1.0
tt__jacob_leinenkugel_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4081,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4082,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4082,tt__quakerbridge,1,1.0
tt__quakerbridge,cid__0_beer_name,1.0,1
idx__4082,tt__half_acre_beer_company,1,1.0
tt__half_acre_beer_company,cid__0_brew_factory_name,1.0,1
idx__4082,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4083,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4083,tt__old_guardian_barley_wine_style_ale_bourbon_barrel_aged,1,1.0
tt__old_guardian_barley_wine_style_ale_bourbon_barrel_aged,cid__0_beer_name,1.0,1
idx__4083,tt__stone_brewing_co,1,1.0
tt__stone_brewing_co,cid__0_brew_factory_name,1.0,1
idx__4083,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4084,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4084,tt__numb_comfort,1,1.0
tt__numb_comfort,cid__0_beer_name,1.0,1
idx__4084,tt__deep_ellum_brewing_company,1,1.0
tt__deep_ellum_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4084,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4085,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4085,tt__bernese_barleywine_ale,1,1.0
tt__bernese_barleywine_ale,cid__0_beer_name,1.0,1
idx__4085,tt__thirsty_dog_brewing_company,1,1.0
tt__thirsty_dog_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4085,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4086,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4086,tt__fish_tale_leviathan_barleywine,1,1.0
tt__fish_tale_leviathan_barleywine,cid__0_beer_name,1.0,1
idx__4086,tt__fish_brewing_company_fishbowl_brewpub,1,1.0
tt__fish_brewing_company_fishbowl_brewpub,cid__0_brew_factory_name,1.0,1
idx__4086,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4087,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4087,tt__old_herb_barleywine,1,1.0
tt__old_herb_barleywine,cid__0_beer_name,1.0,1
idx__4087,tt__southampton_publick_house,1,1.0
tt__southampton_publick_house,cid__0_brew_factory_name,1.0,1
idx__4087,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4088,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4088,tt__old_cellar_dweller,1,1.0
tt__old_cellar_dweller,cid__0_beer_name,1.0,1
idx__4088,tt__driftwood_brewery,1,1.0
tt__driftwood_brewery,cid__0_brew_factory_name,1.0,1
idx__4088,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4089,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4089,tt__blunderbuss_barleywine,1,1.0
tt__blunderbuss_barleywine,cid__0_beer_name,1.0,1
idx__4089,tt__cambridge_brewing_company,1,1.0
tt__cambridge_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4089,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4090,tn__18,1,1
tn__18,cid__0_abv,1,1
idx__4090,tt__big_worst,1,1.0
tt__big_worst,cid__0_beer_name,1.0,1
idx__4090,tt__mikkeller_aps,1,1.0
tt__mikkeller_aps,cid__0_brew_factory_name,1.0,1
idx__4090,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4091,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4091,tt__short_s_bourbon_barrel_aged_wizard,1,1.0
tt__short_s_bourbon_barrel_aged_wizard,cid__0_beer_name,1.0,1
idx__4091,tt__short_s_brewing_company,1,1.0
tt__short_s_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4091,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4092,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__4092,tt__olde_deuteronomy,1,1.0
tt__olde_deuteronomy,cid__0_beer_name,1.0,1
idx__4092,tt__alley_kat_brewing_company,1,1.0
tt__alley_kat_brewing_company,cid__0_brew_factory_name,1.0,1
idx__4092,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4093,tn__10,1,1
tn__10,cid__0_abv,1,1
idx__4093,tt__tenaya_creek_old_jackalope_barleywine,1,1.0
tt__tenaya_creek_old_jackalope_barleywine,cid__0_beer_name,1.0,1
idx__4093,tt__tenaya_creek_brewery,1,1.0
tt__tenaya_creek_brewery,cid__0_brew_factory_name,1.0,1
idx__4093,tt__american_barleywine,1,1.0
tt__american_barleywine,cid__0_style,1.0,1
idx__4094,tn__13,1,1
tn__13,cid__0_abv,1,1
