3#__tn,3$__tt,5$__idx,1$__cid
idx__418,tt__atlanta,1,1.0
tt__atlanta,cid__city,1.0,1
idx__418,tn__418,1,1
tn__418,cid__class,1,1
idx__418,tt__south_of_france,1,1.0
tt__south_of_france,cid__name,1.0,1
idx__418,tn__4043256963,1,1
tn__4043256963,cid__phone,1,1
idx__418,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__419,tt__3384_shallowford_rd_chamblee,1,1.0
tt__3384_shallowford_rd_chamblee,cid__addr,1.0,1
idx__419,tt__atlanta,1,1.0
tt__atlanta,cid__city,1.0,1
idx__419,tn__419,1,1
tn__419,cid__class,1,1
idx__419,tt__stringer_s_fish_camp_and_oyster_bar,1,1.0
tt__stringer_s_fish_camp_and_oyster_bar,cid__name,1.0,1
idx__419,tn__7704587145,1,1
tn__7704587145,cid__phone,1,1
idx__419,tt__southern,1,1.0
tt__southern,cid__type,1.0,1
idx__420,tt__2165_cheshire_bridge_rd,1,1.0
tt__2165_cheshire_bridge_rd,cid__addr,1.0,1
idx__420,tt__atlanta,1,1.0
tt__atlanta,cid__city,1.0,1
idx__420,tn__420,1,1
tn__420,cid__class,1,1
idx__420,tt__sundown_cafe,1,1.0
tt__sundown_cafe,cid__name,1.0,1
idx__420,tn__4043211118,1,1
tn__4043211118,cid__phone,1,1
idx__420,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__421,tt__889_w_peachtree_st,1,1.0
tt__889_w_peachtree_st,cid__addr,1.0,1
idx__421,tt__atlanta,1,1.0
tt__atlanta,cid__city,1.0,1
idx__421,tn__421,1,1
tn__421,cid__class,1,1
idx__421,tt__taste_of_new_orleans,1,1.0
tt__taste_of_new_orleans,cid__name,1.0,1
idx__421,tn__4048745535,1,1
tn__4048745535,cid__phone,1,1
idx__421,tt__southern,1,1.0
tt__southern,cid__type,1.0,1
idx__422,tt__3393_peachtree_rd,1,1.0
tt__3393_peachtree_rd,cid__addr,1.0,1
idx__422,tt__atlanta,1,1.0
tt__atlanta,cid__city,1.0,1
idx__422,tn__422,1,1
tn__422,cid__class,1,1
idx__422,tt__tomtom,1,1.0
tt__tomtom,cid__name,1.0,1
idx__422,tn__4042641163,1,1
tn__4042641163,cid__phone,1,1
idx__422,tt__continental,1,1.0
tt__continental,cid__type,1.0,1
idx__423,tt__3700_w_flamingo,1,1.0
tt__3700_w_flamingo,cid__addr,1.0,1
idx__423,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__423,tn__423,1,1
tn__423,cid__class,1,1
idx__423,tt__antonio_s,1,1.0
tt__antonio_s,cid__name,1.0,1
idx__423,tn__7022527737,1,1
tn__7022527737,cid__phone,1,1
idx__423,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__424,tt__3645_las_vegas_blvd_s,1,1.0
tt__3645_las_vegas_blvd_s,cid__addr,1.0,1
idx__424,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__424,tn__424,1,1
tn__424,cid__class,1,1
idx__424,tt__bally_s_big_kitchen,1,1.0
tt__bally_s_big_kitchen,cid__name,1.0,1
idx__424,tn__7027394111,1,1
tn__7027394111,cid__phone,1,1
idx__424,tt__buffets,1,1.0
tt__buffets,cid__type,1.0,1
idx__425,tt__4850_flamingo_rd,1,1.0
tt__4850_flamingo_rd,cid__addr,1.0,1
idx__425,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__425,tn__425,1,1
tn__425,cid__class,1,1
idx__425,tt__bamboo_garden,1,1.0
tt__bamboo_garden,cid__name,1.0,1
idx__425,tn__7028713262,1,1
tn__7028713262,cid__phone,1,1
idx__425,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__426,tt__4041_audrie_st_at_flamingo_rd,1,1.0
tt__4041_audrie_st_at_flamingo_rd,cid__addr,1.0,1
idx__426,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__426,tn__426,1,1
tn__426,cid__class,1,1
idx__426,tt__battista_s_hole_in_the_wall,1,1.0
tt__battista_s_hole_in_the_wall,cid__name,1.0,1
idx__426,tn__7027321424,1,1
tn__7027321424,cid__phone,1,1
idx__426,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__427,tt__3570_las_vegas_blvd_s,1,1.0
tt__3570_las_vegas_blvd_s,cid__addr,1.0,1
idx__427,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__427,tn__427,1,1
tn__427,cid__class,1,1
idx__427,tt__bertolini_s,1,1.0
tt__bertolini_s,cid__name,1.0,1
idx__427,tn__7027354663,1,1
tn__7027354663,cid__phone,1,1
idx__427,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__428,tt__128_fremont_st,1,1.0
tt__128_fremont_st,cid__addr,1.0,1
idx__428,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__428,tn__428,1,1
tn__428,cid__class,1,1
idx__428,tt__binion_s_coffee_shop,1,1.0
tt__binion_s_coffee_shop,cid__name,1.0,1
idx__428,tn__7023821600,1,1.0
tn__7023821600,cid__phone,1.0,1
idx__428,tt__coffee_shopsdiners,1,1.0
tt__coffee_shopsdiners,cid__type,1.0,1
idx__429,tt__3400_las_vegas_blvd_s,1,1.0
tt__3400_las_vegas_blvd_s,cid__addr,1.0,1
idx__429,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__429,tn__429,1,1
tn__429,cid__class,1,1
idx__429,tt__bistro,1,1.0
tt__bistro,cid__name,1.0,1
idx__429,tn__7027917111,1,1
tn__7027917111,cid__phone,1,1
idx__429,tt__continental,1,1.0
tt__continental,cid__type,1.0,1
idx__430,tt__4111_boulder_hwy,1,1.0
tt__4111_boulder_hwy,cid__addr,1.0,1
idx__430,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__430,tn__430,1,1
tn__430,cid__class,1,1
idx__430,tt__broiler,1,1.0
tt__broiler,cid__name,1.0,1
idx__430,tn__7024327777,1,1
tn__7024327777,cid__phone,1,1
idx__430,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__431,tt__3555_las_vegas_blvd_s,1,1.0
tt__3555_las_vegas_blvd_s,cid__addr,1.0,1
idx__431,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__431,tn__431,1,1
tn__431,cid__class,1,1
idx__431,tt__bugsy_s_diner,1,1.0
tt__bugsy_s_diner,cid__name,1.0,1
idx__431,tn__7027333111,1,1
tn__7027333111,cid__phone,1,1
idx__431,tt__coffee_shopsdiners,1,1.0
tt__coffee_shopsdiners,cid__type,1.0,1
idx__432,tt__1350_e_flamingo_rd,1,1.0
tt__1350_e_flamingo_rd,cid__addr,1.0,1
idx__432,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__432,tn__432,1,1
tn__432,cid__class,1,1
idx__432,tt__cafe_michelle,1,1.0
tt__cafe_michelle,cid__name,1.0,1
idx__432,tn__7027358686,1,1
tn__7027358686,cid__phone,1,1
idx__432,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__433,tt__3570_las_vegas_blvd_s,1,1.0
tt__3570_las_vegas_blvd_s,cid__addr,1.0,1
idx__433,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__433,tn__433,1,1
tn__433,cid__class,1,1
idx__433,tt__cafe_roma,1,1.0
tt__cafe_roma,cid__name,1.0,1
idx__433,tn__7027317547,1,1
tn__7027317547,cid__phone,1,1
idx__433,tt__coffee_shopsdiners,1,1.0
tt__coffee_shopsdiners,cid__type,1.0,1
idx__434,tt__3333_s_maryland_pkwy,1,1.0
tt__3333_s_maryland_pkwy,cid__addr,1.0,1
idx__434,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__434,tn__434,1,1
tn__434,cid__class,1,1
idx__434,tt__capozzoli_s,1,1.0
tt__capozzoli_s,cid__name,1.0,1
idx__434,tn__7027315311,1,1
tn__7027315311,cid__phone,1,1
idx__434,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__435,tt__3700_w_flamingo_rd,1,1.0
tt__3700_w_flamingo_rd,cid__addr,1.0,1
idx__435,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__435,tn__435,1,1
tn__435,cid__class,1,1
idx__435,tt__carnival_world,1,1.0
tt__carnival_world,cid__name,1.0,1
idx__435,tn__7022527777,1,1
tn__7022527777,cid__phone,1,1
idx__435,tt__buffets,1,1.0
tt__buffets,cid__type,1.0,1
idx__436,tt__1_main_st,1,1.0
tt__1_main_st,cid__addr,1.0,1
idx__436,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__436,tn__436,1,1
tn__436,cid__class,1,1
idx__436,tt__center_stage_plaza_hotel,1,1.0
tt__center_stage_plaza_hotel,cid__name,1.0,1
idx__436,tn__7023862512,1,1
tn__7023862512,cid__phone,1,1
idx__436,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__437,tt__2880_las_vegas_blvd_s,1,1.0
tt__2880_las_vegas_blvd_s,cid__addr,1.0,1
idx__437,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__437,tn__437,1,1
tn__437,cid__class,1,1
idx__437,tt__circus_circus,1,1.0
tt__circus_circus,cid__name,1.0,1
idx__437,tn__7027340410,1,1.0
tn__7027340410,cid__phone,1.0,1
idx__437,tt__buffets,1,1.0
tt__buffets,cid__type,1.0,1
idx__438,tt__3570_las_vegas_blvd_s,1,1.0
tt__3570_las_vegas_blvd_s,cid__addr,1.0,1
idx__438,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__438,tn__438,1,1
tn__438,cid__class,1,1
idx__438,tt__em_press_court,1,1.0
tt__em_press_court,cid__name,1.0,1
idx__438,tn__7027317888,1,1
tn__7027317888,cid__phone,1,1
idx__438,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__439,tt__2411_w_sahara_ave,1,1.0
tt__2411_w_sahara_ave,cid__addr,1.0,1
idx__439,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__439,tn__439,1,1
tn__439,cid__class,1,1
idx__439,tt__feast,1,1.0
tt__feast,cid__name,1.0,1
idx__439,tn__7023672411,1,1
tn__7023672411,cid__phone,1,1
idx__439,tt__buffets,1,1.0
tt__buffets,cid__type,1.0,1
idx__440,tt__129_e_fremont_st,1,1.0
tt__129_e_fremont_st,cid__addr,1.0,1
idx__440,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__440,tn__440,1,1
tn__440,cid__class,1,1
idx__440,tt__golden_nugget_hotel,1,1.0
tt__golden_nugget_hotel,cid__name,1.0,1
idx__440,tn__7023857111,1,1.0
tn__7023857111,cid__phone,1.0,1
idx__440,tt__buffets,1,1.0
tt__buffets,cid__type,1.0,1
idx__441,tt__308_w_sahara_ave,1,1.0
tt__308_w_sahara_ave,cid__addr,1.0,1
idx__441,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__441,tn__441,1,1
tn__441,cid__class,1,1
idx__441,tt__golden_steer,1,1.0
tt__golden_steer,cid__name,1.0,1
idx__441,tn__7023844470,1,1
tn__7023844470,cid__phone,1,1
idx__441,tt__steak_houses,1,1.0
tt__steak_houses,cid__type,1.0,1
idx__442,tt__129_e_fremont_st,1,1.0
tt__129_e_fremont_st,cid__addr,1.0,1
idx__442,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__442,tn__442,1,1
tn__442,cid__class,1,1
idx__442,tt__lillie_langtry_s,1,1.0
tt__lillie_langtry_s,cid__name,1.0,1
idx__442,tn__7023857111,1,1.0
tn__7023857111,cid__phone,1.0,1
idx__442,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__443,tt__1510_e_flamingo_rd,1,1.0
tt__1510_e_flamingo_rd,cid__addr,1.0,1
idx__443,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__443,tn__443,1,1
tn__443,cid__class,1,1
idx__443,tt__mandarin_court,1,1.0
tt__mandarin_court,cid__name,1.0,1
idx__443,tn__7027371234,1,1
tn__7027371234,cid__phone,1,1
idx__443,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__444,tt__3120_las_vegas_blvd_s,1,1.0
tt__3120_las_vegas_blvd_s,cid__addr,1.0,1
idx__444,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__444,tn__444,1,1
tn__444,cid__class,1,1
idx__444,tt__margarita_s_mexican_cantina,1,1.0
tt__margarita_s_mexican_cantina,cid__name,1.0,1
idx__444,tn__7027948200,1,1
tn__7027948200,cid__phone,1,1
idx__444,tt__mexican,1,1.0
tt__mexican,cid__type,1.0,1
idx__445,tt__5111_w_boulder_hwy,1,1.0
tt__5111_w_boulder_hwy,cid__addr,1.0,1
idx__445,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__445,tn__445,1,1
tn__445,cid__class,1,1
idx__445,tt__mary_s_diner,1,1.0
tt__mary_s_diner,cid__name,1.0,1
idx__445,tn__7024548073,1,1
tn__7024548073,cid__phone,1,1
idx__445,tt__coffee_shopsdiners,1,1.0
tt__coffee_shopsdiners,cid__type,1.0,1
idx__446,tt__3400_las_vegas_blvd_s,1,1.0
tt__3400_las_vegas_blvd_s,cid__addr,1.0,1
idx__446,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__446,tn__446,1,1
tn__446,cid__class,1,1
idx__446,tt__mikado,1,1.0
tt__mikado,cid__name,1.0,1
idx__446,tn__7027917111,1,1
tn__7027917111,cid__phone,1,1
idx__446,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__447,tt__400_e_sahara_ave,1,1.0
tt__400_e_sahara_ave,cid__addr,1.0,1
idx__447,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__447,tn__447,1,1
tn__447,cid__class,1,1
idx__447,tt__pamplemousse,1,1.0
tt__pamplemousse,cid__name,1.0,1
idx__447,tn__7027332066,1,1
tn__7027332066,cid__phone,1,1
idx__447,tt__continental,1,1.0
tt__continental,cid__type,1.0,1
idx__448,tt__3000_las_vegas_blvd_s,1,1.0
tt__3000_las_vegas_blvd_s,cid__addr,1.0,1
idx__448,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__448,tn__448,1,1
tn__448,cid__class,1,1
idx__448,tt__ralph_s_diner,1,1.0
tt__ralph_s_diner,cid__name,1.0,1
idx__448,tn__7027326330,1,1
tn__7027326330,cid__phone,1,1
idx__448,tt__coffee_shopsdiners,1,1.0
tt__coffee_shopsdiners,cid__type,1.0,1
idx__449,tt__3570_las_vegas_blvd_s,1,1.0
tt__3570_las_vegas_blvd_s,cid__addr,1.0,1
idx__449,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__449,tn__449,1,1
tn__449,cid__class,1,1
idx__449,tt__the_bacchanal,1,1.0
tt__the_bacchanal,cid__name,1.0,1
idx__449,tn__7027317525,1,1
tn__7027317525,cid__phone,1,1
idx__449,tt__only_in_las_vegas,1,1.0
tt__only_in_las_vegas,cid__type,1.0,1
idx__450,tt__3713_w_sahara_ave,1,1.0
tt__3713_w_sahara_ave,cid__addr,1.0,1
idx__450,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__450,tn__450,1,1
tn__450,cid__class,1,1
idx__450,tt__venetian,1,1.0
tt__venetian,cid__name,1.0,1
idx__450,tn__7028764190,1,1
tn__7028764190,cid__phone,1,1
idx__450,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__451,tt__6182_w_flamingo_rd,1,1.0
tt__6182_w_flamingo_rd,cid__addr,1.0,1
idx__451,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__451,tn__451,1,1
tn__451,cid__class,1,1
idx__451,tt__viva_mercado_s,1,1.0
tt__viva_mercado_s,cid__name,1.0,1
idx__451,tn__7028718826,1,1
tn__7028718826,cid__phone,1,1
idx__451,tt__mexican,1,1.0
tt__mexican,cid__type,1.0,1
idx__452,tt__3900_paradise_rd,1,1.0
tt__3900_paradise_rd,cid__addr,1.0,1
idx__452,tt__las_vegas,1,1.0
tt__las_vegas,cid__city,1.0,1
idx__452,tn__452,1,1
tn__452,cid__class,1,1
idx__452,tt__yolie_s,1,1.0
tt__yolie_s,cid__name,1.0,1
idx__452,tn__7027940700,1,1
tn__7027940700,cid__phone,1,1
idx__452,tt__steak_houses,1,1.0
tt__steak_houses,cid__type,1.0,1
idx__453,tt__2223_market_st,1,1.0
tt__2223_market_st,cid__addr,1.0,1
idx__453,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__453,tn__453,1,1
tn__453,cid__class,1,1
idx__453,tt__2223,1,1.0
tt__2223,cid__name,1.0,1
idx__453,tn__4154310692,1,1
tn__4154310692,cid__phone,1,1
idx__453,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__454,tt__1722_sacramento_st,1,1.0
tt__1722_sacramento_st,cid__addr,1.0,1
idx__454,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__454,tn__454,1,1
tn__454,cid__class,1,1
idx__454,tt__acquarello,1,1.0
tt__acquarello,cid__name,1.0,1
idx__454,tn__4155675432,1,1
tn__4155675432,cid__phone,1,1
idx__454,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__455,tt__243_o_farrell_st,1,1.0
tt__243_o_farrell_st,cid__addr,1.0,1
idx__455,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__455,tn__455,1,1
tn__455,cid__class,1,1
idx__455,tt__bardelli_s,1,1.0
tt__bardelli_s,cid__name,1.0,1
idx__455,tn__4159820243,1,1
tn__4159820243,cid__phone,1,1
idx__455,tt__old_san_francisco,1,1.0
tt__old_san_francisco,cid__type,1.0,1
idx__456,tt__2030_union_st,1,1.0
tt__2030_union_st,cid__addr,1.0,1
idx__456,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__456,tn__456,1,1
tn__456,cid__class,1,1
idx__456,tt__betelnut,1,1.0
tt__betelnut,cid__name,1.0,1
idx__456,tn__4159298855,1,1
tn__4159298855,cid__phone,1,1
idx__456,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__457,tt__155_steuart_st,1,1.0
tt__155_steuart_st,cid__addr,1.0,1
idx__457,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__457,tn__457,1,1
tn__457,cid__class,1,1
idx__457,tt__bistro_roti,1,1.0
tt__bistro_roti,cid__name,1.0,1
idx__457,tn__4154956500,1,1
tn__4154956500,cid__phone,1,1
idx__457,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__458,tt__56_gold_st,1,1.0
tt__56_gold_st,cid__addr,1.0,1
idx__458,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__458,tn__458,1,1
tn__458,cid__class,1,1
idx__458,tt__bix,1,1.0
tt__bix,cid__name,1.0,1
idx__458,tn__4154336300,1,1
tn__4154336300,cid__phone,1,1
idx__458,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__459,tt__598_fourth_st,1,1.0
tt__598_fourth_st,cid__addr,1.0,1
idx__459,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__459,tn__459,1,1
tn__459,cid__class,1,1
idx__459,tt__bizou,1,1.0
tt__bizou,cid__name,1.0,1
idx__459,tn__4155432222,1,1
tn__4155432222,cid__phone,1,1
idx__459,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__460,tt__800_greenwich_st,1,1.0
tt__800_greenwich_st,cid__addr,1.0,1
idx__460,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__460,tn__460,1,1
tn__460,cid__class,1,1
idx__460,tt__buca_giovanni,1,1.0
tt__buca_giovanni,cid__name,1.0,1
idx__460,tn__4157767766,1,1
tn__4157767766,cid__phone,1,1
idx__460,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__461,tt__3347_fillmore_st,1,1.0
tt__3347_fillmore_st,cid__addr,1.0,1
idx__461,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__461,tn__461,1,1
tn__461,cid__class,1,1
idx__461,tt__cafe_adriano,1,1.0
tt__cafe_adriano,cid__name,1.0,1
idx__461,tn__4154744180,1,1
tn__4154744180,cid__phone,1,1
idx__461,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__462,tt__2317_chestnut_st,1,1.0
tt__2317_chestnut_st,cid__addr,1.0,1
idx__462,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__462,tn__462,1,1
tn__462,cid__class,1,1
idx__462,tt__cafe_marimba,1,1.0
tt__cafe_marimba,cid__name,1.0,1
idx__462,tn__4157761506,1,1
tn__4157761506,cid__phone,1,1
idx__462,tt__mexicanlatin_americanspanish,1,1.0
tt__mexicanlatin_americanspanish,cid__type,1.0,1
idx__463,tt__625_polk_st,1,1.0
tt__625_polk_st,cid__addr,1.0,1
idx__463,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__463,tn__463,1,1
tn__463,cid__class,1,1
idx__463,tt__california_culinary_academy,1,1.0
tt__california_culinary_academy,cid__name,1.0,1
idx__463,tn__4157713500,1,1
tn__4157713500,cid__phone,1,1
idx__463,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__464,tt__1600_powell_st,1,1.0
tt__1600_powell_st,cid__addr,1.0,1
idx__464,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__464,tn__464,1,1
tn__464,cid__class,1,1
idx__464,tt__capp_s_corner,1,1.0
tt__capp_s_corner,cid__name,1.0,1
idx__464,tn__4159892589,1,1
tn__4159892589,cid__phone,1,1
idx__464,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__465,tt__1772_market_st,1,1.0
tt__1772_market_st,cid__addr,1.0,1
idx__465,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__465,tn__465,1,1
tn__465,cid__class,1,1
idx__465,tt__carta,1,1.0
tt__carta,cid__name,1.0,1
idx__465,tn__4158633516,1,1
tn__4158633516,cid__phone,1,1
idx__465,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__466,tt__4th_and_howard_sts,1,1.0
tt__4th_and_howard_sts,cid__addr,1.0,1
idx__466,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__466,tn__466,1,1
tn__466,cid__class,1,1
idx__466,tt__chevys,1,1.0
tt__chevys,cid__name,1.0,1
idx__466,tn__4155438060,1,1
tn__4155438060,cid__phone,1,1
idx__466,tt__mexicanlatin_americanspanish,1,1.0
tt__mexicanlatin_americanspanish,cid__type,1.0,1
idx__467,tt__500_jackson_st,1,1.0
tt__500_jackson_st,cid__addr,1.0,1
idx__467,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__467,tn__467,1,1
tn__467,cid__class,1,1
idx__467,tt__cypress_club,1,1.0
tt__cypress_club,cid__name,1.0,1
idx__467,tn__4152968555,1,1
tn__4152968555,cid__phone,1,1
idx__467,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__468,tt__732_broadway,1,1.0
tt__732_broadway,cid__addr,1.0,1
idx__468,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__468,tn__468,1,1
tn__468,cid__class,1,1
idx__468,tt__des_alpes,1,1.0
tt__des_alpes,cid__name,1.0,1
idx__468,tn__4157889900,1,1
tn__4157889900,cid__phone,1,1
idx__468,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__469,tt__161_sutter_st,1,1.0
tt__161_sutter_st,cid__addr,1.0,1
idx__469,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__469,tn__469,1,1
tn__469,cid__class,1,1
idx__469,tt__faz,1,1.0
tt__faz,cid__name,1.0,1
idx__469,tn__4153620404,1,1
tn__4153620404,cid__phone,1,1
idx__469,tt__greek_and_middle_eastern,1,1.0
tt__greek_and_middle_eastern,cid__type,1.0,1
idx__470,tt__1300_battery_st,1,1.0
tt__1300_battery_st,cid__addr,1.0,1
idx__470,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__470,tn__470,1,1
tn__470,cid__class,1,1
idx__470,tt__fog_city_diner,1,1.0
tt__fog_city_diner,cid__name,1.0,1
idx__470,tn__4159822000,1,1
tn__4159822000,cid__phone,1,1
idx__470,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__471,tt__market_and_new_montgomery_sts,1,1.0
tt__market_and_new_montgomery_sts,cid__addr,1.0,1
idx__471,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__471,tn__471,1,1
tn__471,cid__class,1,1
idx__471,tt__garden_court,1,1.0
tt__garden_court,cid__name,1.0,1
idx__471,tn__4155465011,1,1
tn__4155465011,cid__phone,1,1
idx__471,tt__old_san_francisco,1,1.0
tt__old_san_francisco,cid__type,1.0,1
idx__472,tt__ghirardelli_sq,1,1.0
tt__ghirardelli_sq,cid__addr,1.0,1
idx__472,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__472,tn__472,1,1
tn__472,cid__class,1,1
idx__472,tt__gaylord_s,1,1.0
tt__gaylord_s,cid__name,1.0,1
idx__472,tn__4157718822,1,1
tn__4157718822,cid__phone,1,1
idx__472,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__473,tt__501_geary_st,1,1.0
tt__501_geary_st,cid__addr,1.0,1
idx__473,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__473,tn__473,1,1
tn__473,cid__class,1,1
idx__473,tt__grand_cafe_hotel_monaco,1,1.0
tt__grand_cafe_hotel_monaco,cid__name,1.0,1
idx__473,tn__4152920101,1,1
tn__4152920101,cid__phone,1,1
idx__473,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__474,tt__bldg_a_fort_mason,1,1.0
tt__bldg_a_fort_mason,cid__addr,1.0,1
idx__474,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__474,tn__474,1,1
tn__474,cid__class,1,1
idx__474,tt__greens,1,1.0
tt__greens,cid__name,1.0,1
idx__474,tn__4157716222,1,1
tn__4157716222,cid__phone,1,1
idx__474,tt__vegetarian,1,1.0
tt__vegetarian,cid__type,1.0,1
idx__475,tt__4_embarcadero_center,1,1.0
tt__4_embarcadero_center,cid__addr,1.0,1
idx__475,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__475,tn__475,1,1
tn__475,cid__class,1,1
idx__475,tt__harbor_village,1,1.0
tt__harbor_village,cid__name,1.0,1
idx__475,tn__4157818833,1,1
tn__4157818833,cid__phone,1,1
idx__475,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__476,tt__2100_van_ness_ave,1,1.0
tt__2100_van_ness_ave,cid__addr,1.0,1
idx__476,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__476,tn__476,1,1
tn__476,cid__class,1,1
idx__476,tt__harris,1,1.0
tt__harris,cid__name,1.0,1
idx__476,tn__4156731888,1,1
tn__4156731888,cid__phone,1,1
idx__476,tt__steak_houses,1,1.0
tt__steak_houses,cid__type,1.0,1
idx__477,tt__161_steuart_st,1,1.0
tt__161_steuart_st,cid__addr,1.0,1
idx__477,tt__san_francisco,1,1.0
tt__san_francisco,cid__city,1.0,1
idx__477,tn__477,1,1
tn__477,cid__class,1,1
idx__477,tt__harry_denton_s,1,1.0
tt__harry_denton_s,cid__name,1.0,1
idx__477,tn__4158821333,1,1
tn__4158821333,cid__phone,1,1
