author_1,author_2,author_3,author_4,title,venue,year
stefan_berchtold,hanspeter_kriegel,nan,nan,s3_similarity_search_in_cad_database_systems,international_conference_on_management_of_data,1997
praveen_seshadri,mark_paskin,nan,nan,predator_an_ordbms_with_enhanced_data_types,international_conference_on_management_of_data,1997
corporate_actnet_consortium,nan,nan,nan,the_active_database_management_system_manifesto_a_rulebase_of_adbms_features,acm_sigmod_record,1996
azer_bestavros,kweijay_lin,sang_son,nan,report_on_first_international_workshop_on_realtime_database_systems,acm_sigmod_record,1996
alexandros_biliris,euthimios_panagos,nan,nan,bess_object_storage_manager_architecture_overview,acm_sigmod_record,1996
asuman_dogac,nan,nan,nan,middle_east_technical_university_software_research_and_development_center,acm_sigmod_record,1996
michael_g_norman,thomas_zurek,peter_thanisch,nan,much_ado_about_sharednothing,acm_sigmod_record,1996
carsten_a_gerlhof,alfons_kemper,guido_moerkotte,nan,on_the_cost_of_monitoring_and_reorganization_of_object_bases_for_clustering,acm_sigmod_record,1996
waqar_hasan,daniela_florescu,patrick_valduriez,nan,open_issues_in_parallel_query_optimization,acm_sigmod_record,1996
lionel_brunie,harald_kosch,nan,nan,control_strategies_for_complex_relational_query_processing_in_shared_nothing_systems,acm_sigmod_record,1996
witold_litwin,marieanna_neimat,donovan_a_schneider,nan,lha_scalabl_distributed_data_structure,acm_transactions_on_database_systems_tods,1996
louiqa_raschid,jorge_lobo,nan,nan,semantics_for_update_rule_programs_and_implementation_in_a_relational_database_management_system,acm_transactions_on_database_systems_tods,1996
john_s_keen,william_j_dally,nan,nan,extended_ephemeral_logging_log_storage_management_for_applications_with_long_lived_transactions,acm_transactions_on_database_systems_tods,1997
c233sar_galindolegaria,arnon_rosenthal,nan,nan,outerjoin_simplification_and_reordering_for_query_optimization,acm_transactions_on_database_systems_tods,1997
george_colliat,nan,nan,nan,ola_relationa_and_multidimensional_database_systems,acm_sigmod_record,1996
albert_dandrea,phil_janus,nan,nan,unisqls_nextgeneration_objectrelational_database_management_system,acm_sigmod_record,1996
xiaolei_qian,nan,nan,nan,scientists_called_upon_to_take_actions,acm_sigmod_record,1996
dean_kuo,nan,nan,nan,model_and_verification_of_a_data_manager_based_on_aries,acm_transactions_on_database_systems_tods,1996
yannis_e_ioannidis,nan,nan,nan,dynamic_information_visualization,acm_sigmod_record,1996
tiziana_catarci,isabel_f_cruz,nan,nan,information_visualization,acm_sigmod_record,1996
christopher_ahlberg,nan,nan,nan,spotfire_an_information_exploration_environment,acm_sigmod_record,1996
egemen_tanin,richard_beigel,ben_shneiderman,nan,incremental_data_structures_and_algorithms_for_dynamic_query_interfaces,acm_sigmod_record,1996
c_j_date,nan,nan,nan,a_response_to_r_camps_article_domain_relations_and_religious_wars,acm_sigmod_record,1996
randel_j_peters,m_tamer_214zsu,nan,nan,an_axiomatic_model_of_dynamic_schema_evolution_in_objectbase_systems,acm_transactions_on_database_systems_tods,1997
m_rafanelli,a_bezenchek,l_tininini,nan,the_aggregate_data_problem_a_system_for_their_definition_and_management,acm_sigmod_record,1996
hugh_darwen,nan,nan,nan,in_reply_to_domain_relations_and_religious_wars,acm_sigmod_record,1996
amit_sheth,dimitrios_georgakopoulos,stef_m_m_joosten,marek_rusinkiewicz,report_from_the_nsf_workshop_on_workflow_and_process_automation_in_information_systems,acm_sigmod_record,1996
kenneth_c_cox,stephen_g_eick,taosong_he,nan,3d_geographic_network_displays,acm_sigmod_record,1996
jeff_sidell,nan,nan,nan,the_mariposa_distributed_database_management_system,acm_sigmod_record,1996
m_p_atkinson,l_dayn232s,m_j_jordan,t_printezis,an_orthogonally_persistent_java,acm_sigmod_record,1996
daniel_a_keim,nan,nan,nan,pixeloriented_database_visualizations,acm_sigmod_record,1996
jessie_b_kennedy,kenneth_j_mitchell,peter_j_barclay,nan,a_framework_for_information_visualisation,acm_sigmod_record,1996
masum_z_hasan,alberto_o_mendelzon,dimitra_vista,nan,applying_database_visualization_to_the_world_wide_web,acm_sigmod_record,1996
giuseppe_santucci,laura_tarantino,nan,nan,to_table_or_not_to_table_a_hypertabular_answer,acm_sigmod_record,1996
ralf_kramer,ralf_nicholai,arne_koschel,claudia_rolker,wwwudk_a_webbased_environmental_metainformation_system,acm_sigmod_record,1997
wolffritz_riekert,roland_mayerf246ll,gerlinde_wiest,nan,uismanagement_of_data_and_services_in_the_environmental_information_systems_of_badenw252rttemberg,acm_sigmod_record,1997
david_j_abel,kerry_taylor,dean_kun,nan,integrating_modelling_systems_for_environmental_management_information_systems,acm_sigmod_record,1997
anthony_tomasic,eric_simon,nan,nan,improving_access_to_environmental_data_using_context_information,acm_sigmod_record,1997
xiolai_qian,nan,nan,nan,new_programs_at_darpa_and_nsf,acm_sigmod_record,1996
oliver_g252nther,nan,nan,nan,environmental_information_systems,acm_sigmod_record,1997
andrew_eisenberg,nan,nan,nan,new_standard_for_stored_procedures_in_sql,acm_sigmod_record,1996
ramesh_bhashyam,nan,nan,nan,tpcdthe_challenge_issues_and_results,acm_sigmod_record,1996
shekar_ramanathan,julia_hodges,nan,nan,extraction_of_objectoriented_structures_from_existing_relational_databases,acm_sigmod_record,1997
surajit_chaudhuri,umeshwar_dayal,nan,nan,an_overview_of_data_warehousing_and_olap_technology,acm_sigmod_record,1997
kosmas_karadimitriou,john_m_tyler,nan,nan,minmax_compression_methods_for_medical_image_databases,acm_sigmod_record,1997
joseph_fong,nan,nan,nan,converting_relational_to_objectoriented_databases,acm_sigmod_record,1997
peter_buneman,louiqa_raschid,jeffrey_ullman,nan,mediator_languagesa_proposal_for_a_standard_report_of_an_i3pob_working_group_held_at_the_university_of_marylan_april_12_and_1_1996,acm_sigmod_record,1997
arnon_rosenthal,erich_hughes,scott_renner,len_seligman,a_consumer_viewpoint_on_mediator_languagesa_proposal_for_a_standard,acm_sigmod_record,1997
james_frew,jeff_dozier,nan,nan,data_management_for_earth_system_science,acm_sigmod_record,1997
kenn_gardels,nan,nan,nan,open_gis_and_online_environmental_libraries,acm_sigmod_record,1997
davood_rafiei,alberto_mendelzon,nan,nan,similaritybased_queries_for_time_series_data,international_conference_on_management_of_data,1997
stefan_berchtold,christian_b246hm,bernhard_braunm252ller,daniel_a_keim,fast_parallel_similarity_search_in_multimedia_databases,international_conference_on_management_of_data,1997
ouri_wolfson,sushil_jajodia,yixiu_huang,nan,an_adaptive_data_replication_algorithm,acm_transactions_on_database_systems_tods,1997
paul_ammann,sushil_jajodia,indrakshi_ray,nan,applying_formal_methods_to_semanticbased_decomposition_of_transactions,acm_transactions_on_database_systems_tods,1997
james_clifford,curtis_dyreson,tom225s_isakowitz,christian_s_jensen,on_the_semantics_of_now_in_databases,acm_transactions_on_database_systems_tods,1997
x_sean_wang,claudio_bettini,alexander_brodsky,sushil_jajodia,logical_design_for_temporal_databases_with_multiple_granularities,acm_transactions_on_database_systems_tods,1997
xiaolei_qian,nan,nan,nan,opportunities_in_information_management_and_assurance,acm_sigmod_record,1997
khoa_doan,catherine_plaisant,ben_shneiderman,tom_bruns,query_previews_for_networked_information_systems_a_case_study_with_nasa_environmental_data,acm_sigmod_record,1997
thinfong_tsuei,allan_n_packer,kengtai_ko,nan,database_buffer_size_investigation_for_oltp_workloads,international_conference_on_management_of_data,1997
inderpal_singh_mumick,dallan_quass,barinderpal_singh_mumick,nan,maintenance_of_data_cubes_and_summary_tables_in_a_warehouse,international_conference_on_management_of_data,1997
nick_roussopoulos,yannis_kotidis,mema_roussopoulos,nan,cubetree_organization_of_and_bulk_incremental_updates_on_the_data_cube,international_conference_on_management_of_data,1997
chingtien_ho,rakesh_agrawal,nimrod_megiddo,ramakrishnan_srikant,range_queries_in_olap_data_cubes,international_conference_on_management_of_data,1997
marcel_kornacker,c_mohan,joseph_m_hellerstein,nan,concurrency_and_recovery_in_generalized_search_trees,international_conference_on_management_of_data,1997
markos_zaharioudakis,michael_j_carey,nan,nan,highly_concurrent_cache_consistency_for_indices_in_clientserver_database_systems,international_conference_on_management_of_data,1997
patrick_oneil,dallan_quass,nan,nan,improved_query_performance_with_variant_indexes,international_conference_on_management_of_data,1997
sudarshan_s_chawathe,hector_garciamolina,nan,nan,meaningful_change_detection_in_structured_data,international_conference_on_management_of_data,1997
jason_t_l_wang,kaizhong_zhang,dennis_shasha,nan,pattern_matching_and_pattern_discovery_in_scientifi_progra_and_document_databases,international_conference_on_management_of_data,1995
r_l_grossman,d_hanley,x_qin,nan,ptool_a_light_weight_persistent_object_manager,international_conference_on_management_of_data,1995
werner_dreyer,angelika_kotz_dittrich,duri_schmidt,nan,using_the_calanda_time_series_management_system,international_conference_on_management_of_data,1995
willem_jonker,heribert_sch252tz,nan,nan,the_ecrc_multi_database_system,international_conference_on_management_of_data,1995
elena_baralis,stefano_ceri,stefano_paraboschi,nan,modularization_techniques_for_active_rules_design,acm_transactions_on_database_systems_tods,1996
peter_buneman,atsushi_ohori,nan,nan,polymorphism_and_type_inference_in_database_programming,acm_transactions_on_database_systems_tods,1996
wai_yin_mok,yiukai_ng,david_w_embley,nan,a_normal_form_for_precisely_characterizing_redundancy_in_nested_relations,acm_transactions_on_database_systems_tods,1996
inderpal_singh_mumick,sheldon_j_finkelstein,hamid_pirahesh,raghu_ramakrishnan,magic_conditions,acm_transactions_on_database_systems_tods,1996
ling_liu,robert_meersman,nan,nan,the_building_blocks_for_specifying_communication_behavior_of_complex_objects_an_activitydriven_approach,acm_transactions_on_database_systems_tods,1996
kenneth_a_ross,nan,nan,nan,tail_recursion_elimination_in_deductive_databases,acm_transactions_on_database_systems_tods,1996
colin_bell,anil_nerode,raymond_t_ng,v_s_subrahmanian,implementing_deductive_databases_by_mixed_integer_programming,acm_transactions_on_database_systems_tods,1996
sha_guo,wei_sun,mark_a_weiss,nan,solving_satisfiability_and_implication_problems_in_database_systems,acm_transactions_on_database_systems_tods,1996
paolo_ciaccia,paolo_tiberio,pavel_zezula,nan,declustering_of_keybased_partitioned_signature_files,acm_transactions_on_database_systems_tods,1996
debabrata_dey,sumit_sarkar,nan,nan,a_probabilistic_relational_model_and_algebra,acm_transactions_on_database_systems_tods,1996
shahram_ghandeharizadeh,richard_hull,dean_jacobs,nan,heraclitus_elevating_deltas_to_be_firstclass_citizens_in_a_database_programming_language,acm_transactions_on_database_systems_tods,1996
ramakrishnan_srikant,rakesh_agrawal,nan,nan,mining_quantitative_association_rules_in_large_relational_tables,international_conference_on_management_of_data,1996
peter_g_selfridge,divesh_srivastava,lynn_o_wilson,nan,idea_interactive_data_exploration_and_analysis,international_conference_on_management_of_data,1996
takeshi_fukuda,yasukiko_morimoto,shinichi_morishita,takeshi_tokuyama,data_mining_using_twodimensional_optimized_association_rules_schem_algorithm_and_visualization,international_conference_on_management_of_data,1996
piyush_goel,bala_iyer,nan,nan,sql_query_optimization_reordering_for_a_general_class_of_queries,international_conference_on_management_of_data,1996
bennet_vance,david_maier,nan,nan,rapid_bushy_joinorder_optimization_with_cartesian_products,international_conference_on_management_of_data,1996
w_oconnell,i_t_ieong,d_schrader,c_watson,a_teradata_contentbased_multimedia_object_manager_for_massively_parallel_architectures,international_conference_on_management_of_data,1996
david_simmen,eugene_shekita,timothy_malkemus,nan,fundamental_techniques_for_order_optimization,international_conference_on_management_of_data,1996
surajit_chaudhuri,luis_gravano,nan,nan,optimizing_queries_over_multimedia_repositories,international_conference_on_management_of_data,1996
banu_214zden,rajeev_rastogi,prashant_shenoy,avi_silberschatz,faulttolerant_architectures_for_continuous_media_servers,international_conference_on_management_of_data,1996
chendong_zou,betty_salzberg,nan,nan,online_reorganization_of_sparselypopulated_btrees,international_conference_on_management_of_data,1996
tian_zhang,raghu_ramakrishnan,miron_livny,nan,birch_an_efficient_data_clustering_method_for_very_large_databases,international_conference_on_management_of_data,1996
s_adali,k_s_candan,y_papakonstantinou,v_s_subrahmanian,query_caching_and_optimization_in_distributed_mediator_systems,international_conference_on_management_of_data,1996
kiran_j_achyutuni,edward_omiecinski,shamkant_b_navathe,nan,two_techniques_for_online_index_modification_in_shared_nothing_parallel_databases,international_conference_on_management_of_data,1996
jos233_a_blakeley,nan,nan,nan,data_access_for_the_masses_through_ole_db,international_conference_on_management_of_data,1996
michael_j_franklin,bj246rn_th243r_j243nsson,donald_kossmann,nan,performance_tradeoffs_for_clientserver_query_processing,international_conference_on_management_of_data,1996
kazuhiko_mogi,masaru_kitsuregawa,nan,nan,hot_mirroring_a_method_of_hiding_parity_update_penalty_and_degradation_during_rebuilds_for_raid5,international_conference_on_management_of_data,1996
jim_gray,pat_helland,patrick_oneil,dennis_shasha,the_dangers_of_replication_and_a_solution,international_conference_on_management_of_data,1996
sudhir_g_rao,antonio_badia,dirk_van_gucht,nan,providing_better_support_for_a_class_of_decision_support_queries,international_conference_on_management_of_data,1996
leonid_libkin,rona_machlin,limsoon_wong,nan,a_query_language_for_multidimensional_arrays_desig_implementatio_and_optimization_techniques,international_conference_on_management_of_data,1996
bruce_k_hillyer,avi_silberschatz,nan,nan,random_io_scheduling_in_online_tertiary_storage_systems,international_conference_on_management_of_data,1996
venky_harinarayan,anand_rajaraman,jeffrey_d_ullman,nan,implementing_data_cubes_efficiently,international_conference_on_management_of_data,1996
jignesh_m_patel,david_j_dewitt,nan,nan,partition_based_spatialmerge_join,international_conference_on_management_of_data,1996
sumit_ganguly,phillip_b_gibbons,yossi_matias,avi_silberschatz,bifocal_sampling_for_skewresistant_join_size_estimation,international_conference_on_management_of_data,1996
ramesh_c_agarwal,nan,nan,nan,a_super_scalar_sort_algorithm_for_risc_processors,international_conference_on_management_of_data,1996
mingling_lo,chinya_v_ravishankar,nan,nan,spatial_hashjoins,international_conference_on_management_of_data,1996
michael_doherty,richard_hull,mohammed_rupawalla,nan,structures_for_manipulating_proposed_updates_in_objectoriented_databases,international_conference_on_management_of_data,1996
b_liskov,a_adya,m_castro,s_ghemawat,safe_and_efficient_sharing_of_persistent_objects_in_thor,international_conference_on_management_of_data,1996
p_krishnan,jeffrey_scott_vitter,bala_iyer,nan,estimating_alphanumeric_selectivity_in_the_presence_of_wildcards,international_conference_on_management_of_data,1996
viswanath_poosala,peter_j_haas,yannis_e_ioannidis,eugene_j_shekita,improved_histograms_for_selectivity_estimation_of_range_predicates,international_conference_on_management_of_data,1996
kurt_p_brown,michael_j_carey,miron_livny,nan,goaloriented_buffer_management_revisited,international_conference_on_management_of_data,1996
minos_n_garofalakis,yannis_e_ioannidis,nan,nan,multidimensional_resource_scheduling_for_parallel_queries,international_conference_on_management_of_data,1996
stephen_blott,lukas_relly,hansj246rg_schek,nan,an_open_abstractobject_storage_system,international_conference_on_management_of_data,1996
keishi_tajima,nan,nan,nan,static_detection_of_security_flaws_in_objectoriented_databases,international_conference_on_management_of_data,1996
vassilis_christophides,sophie_cluet,guido_moerkotte,nan,evaluating_queries_with_generalized_path_expressions,international_conference_on_management_of_data,1996
mitch_cherniack,stanley_b_zdonik,nan,nan,rule_languages_and_internal_algebras_for_rulebased_optimizers,international_conference_on_management_of_data,1996
mark_l_mcauliffe,michael_j_carey,marvin_h_solomon,nan,towards_effective_and_efficient_free_space_management,international_conference_on_management_of_data,1996
jonathan_e_cook,artur_w_klauser,alexander_l_wolf,benjamin_g_zorn,semiautomati_selfadaptive_control_of_garbage_collection_rates_in_object_databases,international_conference_on_management_of_data,1996
claire_morpain,mich233le_cart,jean_ferri233,jeanfran231ois_pons,maintaining_database_consistency_in_presence_of_value_dependencies_in_multidatabase_systems,international_conference_on_management_of_data,1996
kenneth_a_ross,divesh_srivastava,s_sudarshan,nan,materialized_view_maintenance_and_integrity_constraint_checking_trading_space_for_time,international_conference_on_management_of_data,1996
praveen_seshadri,joseph_m_hellerstein,hamid_pirahesh,t_y_cliff_leung,costbased_optimization_for_magic_algebra_and_implementation,international_conference_on_management_of_data,1996
joseph_m_hellerstein,jeffrey_f_naughton,nan,nan,query_execution_techniques_for_caching_expensive_methods,international_conference_on_management_of_data,1996
peter_buneman,susan_davidson,gerd_hillebrand,dan_suciu,a_query_language_and_optimization_techniques_for_unstructured_data,international_conference_on_management_of_data,1996
sudarshan_s_chawathe,anand_rajaraman,hector_garciamolina,jennifer_widom,change_detection_in_hierarchically_structured_information,international_conference_on_management_of_data,1996
richard_hull,gang_zhou,nan,nan,a_framework_for_supporting_data_integration_using_the_materialized_and_virtual_approaches,international_conference_on_management_of_data,1996
latha_s_colby,timothy_griffin,leonid_libkin,inderpal_singh_mumick,algorithms_for_deferred_view_maintenance,international_conference_on_management_of_data,1996
justin_zobel,alistair_moffat,kotagiri_ramamohanarao,nan,guidelines_for_presentation_and_comparison_of_indexing_techniques,acm_sigmod_record,1996
r_camps,nan,nan,nan,domain_relations_and_religious_wars,acm_sigmod_record,1996
tam_nguyen,v_srinivasan,nan,nan,accessing_relational_databases_from_the_world_wide_web,international_conference_on_management_of_data,1996
nita_goyal,charles_hoch,ravi_krishnamurthy,brian_meckler,is_gui_programming_a_database_research_problem,international_conference_on_management_of_data,1996
calisto_zuzarte,hamid_pirahesh,wenbin_ma,qi_cheng,winmagic_subquery_elimination_using_window_aggregation,international_conference_on_management_of_data,2003
chuck_cranor,theodore_johnson,oliver_spataschek,vladislav_shkapenyuk,gigascope_a_stream_database_for_network_applications,international_conference_on_management_of_data,2003
laks_v_s_lakshmanan,jian_pei,yan_zhao,nan,socqet_semantic_olap_with_compressed_cube_and_summarization,international_conference_on_management_of_data,2003
jialie_shen,anne_h_h_ngu,john_shepherd,du_q_huynh,cmvf_a_novel_dimension_reduction_scheme_for_efficient_indexing_in_a_large_image_database,international_conference_on_management_of_data,2003
zachary_ives,nan,nan,nan,abstracts_of_invited_industrial_track_presentations,international_conference_on_management_of_data,2003
david_dehaan,david_toman,mariano_p_consens,m_tamer_214zsu,a_comprehensive_xquery_to_sql_translation_using_dynamic_interval_encoding,international_conference_on_management_of_data,2003
koichi_goto,yahiko_kambayashi,nan,nan,integration_of_electronic_tickets_and_personal_guide_system_for_public_transport_using_mobile_terminals,international_conference_on_management_of_data,2003
sriram_padmanabhan,bishwaranjan_bhattacharjee,tim_malkemus,leslie_cranston,multidimensional_clustering_a_new_data_layout_scheme_in_db2,international_conference_on_management_of_data,2003
sihem_ameryahia,mary_fern225ndez,divesh_srivastava,yu_xu,pix_exact_and_approximate_phrase_matching_in_xml,international_conference_on_management_of_data,2003
eugene_agichtein,luis_gravano,nan,nan,qxtract_a_building_block_for_efficient_information_extraction_from_text_databases,international_conference_on_management_of_data,2003
d_abadi,d_carney,u_199etintemel,m_cherniack,aurora_a_data_stream_management_system,international_conference_on_management_of_data,2003
arvind_arasu,brian_babcock,shivnath_babu,mayur_datar,stream_the_stanford_stream_data_manager_demonstration_description,international_conference_on_management_of_data,2003
david_t_liu,michael_j_franklin,devesh_parekh,nan,griddb_a_relational_interface_for_the_grid,international_conference_on_management_of_data,2003
beng_chin_ooi,kianlee_tan,aoying_zhou,chin_hong_goh,peerdb_peering_into_personal_databases,international_conference_on_management_of_data,2003
christof_bornh246vd,mehmet_altinel,sailesh_krishnamurthy,c_mohan,dbcache_middletier_database_caching_for_highly_scalable_ebusiness_architectures,international_conference_on_management_of_data,2003
per197ke_larson,jonathan_goldstein,jingren_zhou,nan,transparent_midtier_database_caching_in_sql_server,international_conference_on_management_of_data,2003
xin_zhang,katica_dimitrova,ling_wang,maged_el_sayed,rainbow_multixquery_optimization_using_materialized_xml_views,international_conference_on_management_of_data,2003
stelios_paparizos,shurug_alkhalifa,adriane_chapman,h_v_jagadish,timber_a_native_system_for_querying_xml,international_conference_on_management_of_data,2003
philip_bohannon,xin_luna_dong,sumit_ganguly,henry_f_korth,rolex_relational_online_exchange_with_xml,international_conference_on_management_of_data,2003
rakesh_agrawal,peter_j_haas,jerry_kiernan,nan,a_system_for_watermarking_relational_databases,international_conference_on_management_of_data,2003
amol_deshpande,suman_nath,phillip_b_gibbons,srinivasan_seshan,irisnet_internetscale_resourceintensive_sensor_services,international_conference_on_management_of_data,2003
sirish_chandrasekaran,owen_cooper,amol_deshpande,michael_j_franklin,telegraphcq_continuous_dataflow_processing,international_conference_on_management_of_data,2003
sungran_cho,sihem_ameryahia,laks_v_s_lakshmanan,divesh_srivastava,lockx_a_system_for_efficiently_querying_secure_xml,international_conference_on_management_of_data,2003
aoying_zhou,qing_wang,zhimao_guo,xueqing_gong,trex_dtdconforming_xml_to_xml_transformations,international_conference_on_management_of_data,2003
nick_koudas,divesh_srivastava,nan,nan,panel_querying_networked_databases,international_conference_on_management_of_data,2003
jim_gray,hans_schek,michael_stonebraker,jeff_ullman,the_lowell_report,international_conference_on_management_of_data,2003
theodore_johnson,tamraparni_dasu,nan,nan,data_quality_and_data_cleaning_an_overview,international_conference_on_management_of_data,2003
don_chamberlin,nan,nan,nan,xquery_a_query_language_for_xml,international_conference_on_management_of_data,2003
yunyue_zhu,dennis_shasha,xiaojian_zhao,nan,query_by_humming_in_action_with_its_technology_revealed,international_conference_on_management_of_data,2003
vibhuti_s_sengar,jayant_r_haritsa,nan,nan,plastic_reducing_query_optimization_overheads_through_plan_recycling,international_conference_on_management_of_data,2003
flip_korn,s_muthukrishnan,yunyue_zhu,nan,ipsofacto_a_visual_correlation_tool_for_aggregate_network_traffic_data,international_conference_on_management_of_data,2003
amarnath_gupta,bertram_lud228scher,maryann_e_martone,nan,birnm_a_semantic_mediator_for_solving_realworld_neuroscience_problems,international_conference_on_management_of_data,2003
anastasios_kementsietsidis,marcelo_arenas,ren233e_j_miller,nan,mapping_data_in_peertopeer_systems_semantics_and_algorithmic_issues,international_conference_on_management_of_data,2003
surajit_chaudhuri,kris_ganjam,venkatesh_ganti,rajeev_motwani,robust_and_efficient_fuzzy_match_for_online_data_cleaning,international_conference_on_management_of_data,2003
ronald_fagin,ravi_kumar,d_sivakumar,nan,efficient_similarity_search_and_classification_via_rank_aggregation,international_conference_on_management_of_data,2003
tova_milo,serge_abiteboul,bernd_amann,omar_benjelloun,exchanging_intensional_xml_data,international_conference_on_management_of_data,2003
michael_benedikt,cheeyong_chan,wenfei_fan,juliana_freire,capturing_both_types_and_constraints_in_data_integration,international_conference_on_management_of_data,2003
sumit_ganguly,minos_garofalakis,rajeev_rastogi,nan,processing_set_expressions_over_continuous_update_streams,international_conference_on_management_of_data,2003
brian_babcock,shivnath_babu,rajeev_motwani,mayur_datar,chain_operator_scheduling_for_memory_minimization_in_data_stream_systems,international_conference_on_management_of_data,2003
saar_cohen,yossi_matias,nan,nan,spectral_bloom_filters,international_conference_on_management_of_data,2003
ashish_kumar_gupta,dan_suciu,nan,nan,stream_processing_of_xpath_queries_with_predicates,international_conference_on_management_of_data,2003
g_m_bierman,nan,nan,nan,formal_semantics_and_analysis_of_object_queries,international_conference_on_management_of_data,2003
david_lomet,mark_tuttle,nan,nan,a_theory_of_redo_recovery,international_conference_on_management_of_data,2003
frederick_r_reiss,tapas_kanungo,nan,nan,a_characterization_of_the_sensitivity_of_query_optimization_to_storage_access_cost_parameters,international_conference_on_management_of_data,2003
ihab_f_ilyas,jun_rao,guy_lohman,dengfeng_gao,estimating_compilation_time_of_a_query_optimizer,international_conference_on_management_of_data,2003
surajit_chaudhuri,prasanna_ganesan,sunita_sarawagi,nan,factorizing_complex_predicates_in_queries_to_exploit_indexes,international_conference_on_management_of_data,2003
etzard_stolte,christoph_von_praun,gustavo_alonso,thomas_gross,scientific_data_repositories_designing_for_a_moving_target,international_conference_on_management_of_data,2003
arvind_arasu,hector_garciamolina,stanford_university,nan,extracting_structured_data_from_web_pages,international_conference_on_management_of_data,2003
amol_deshpande,suman_nath,phillip_b_gibbons,srinivasan_seshan,cacheandquery_for_wide_area_sensor_databases,international_conference_on_management_of_data,2003
chengkai_li,philip_bohannon,p_p_s_narayan,nan,composing_xsl_transformations_with_xml_publishing_views,international_conference_on_management_of_data,2003
bin_cui,beng_chin_ooi,jianwen_su,kianlee_tan,contorting_high_dimensional_data_for_efficient_main_memory_knn_processing,international_conference_on_management_of_data,2003
samuel_madden,michael_j_franklin,joseph_m_hellerstein,wei_hong,the_design_of_an_acquisitional_query_processor_for_sensor_networks,international_conference_on_management_of_data,2003
chengyu_sun,divyakant_agrawal,amr_el_abbadi,nan,hardware_acceleration_for_spatial_selections_and_joins,international_conference_on_management_of_data,2003
dimitris_papadias,yufei_tao,greg_fu,bernhard_seeger,an_optimal_and_progressive_algorithm_for_skyline_queries,international_conference_on_management_of_data,2003
feng_peng,sudarshan_s_chawathe,nan,nan,xpath_queries_on_streaming_data,international_conference_on_management_of_data,2003
jun_zhang,manli_zhu,dimitris_papadias,yufei_tao,locationbased_spatial_queries,international_conference_on_management_of_data,2003
deokhwan_kim,chinwan_chung,nan,nan,qcluster_relevance_feedback_using_adaptive_clustering_for_contentbased_image_retrieval,international_conference_on_management_of_data,2003
surajit_chaudhuri,raghav_kaushik,jeffrey_f_naughton,nan,on_relational_support_for_xml_publishing_beyond_sorting_and_tagging,international_conference_on_management_of_data,2003
charu_c_aggarwal,nan,nan,nan,a_framework_for_diagnosing_changes_in_evolving_data_streams,international_conference_on_management_of_data,2003
hanspeter_kriegel,stefan_brecheisen,peer_kr246ger,martin_pfeifle,using_sets_of_feature_vectors_for_similarity_search_on_voxelized_cad_objects,international_conference_on_management_of_data,2003
reynold_cheng,dmitri_v_kalashnikov,sunil_prabhakar,nan,evaluating_probabilistic_queries_over_imprecise_data,international_conference_on_management_of_data,2003
chris_olston,jing_jiang,jennifer_widom,nan,adaptive_filters_for_continuous_queries_over_distributed_data_streams,international_conference_on_management_of_data,2003
serge_abiteboul,angela_bonifati,gr233gory_cob233na,ioana_manolescu,dynamic_xml_documents_with_distribution_and_replication,international_conference_on_management_of_data,2003
brian_babcock,surajit_chaudhuri,gautam_das,nan,dynamic_sample_selection_for_approximate_query_processing,international_conference_on_management_of_data,2003
leonid_libkin,nan,nan,nan,database_principles,acm_sigmod_record,2003
mario_a_nascimento,nan,nan,nan,peertopeer_harnessing_the_power_of_disruptive_technologies,acm_sigmod_record,2003
eugene_inseok_chong,jagannathan_srinivasan,souripriya_das,chuck_freiwald,a_mapping_mechanism_to_support_bitmap_index_and_other_auxiliary_structures_on_tables_stored_as_primary_btrees,acm_sigmod_record,2003
victor_vianu,nan,nan,nan,a_web_odyssey_from_codd_to_xml,acm_sigmod_record,2003
charles_e_campbell,andrew_eisenberg,jim_melton,nan,xml_schema,acm_sigmod_record,2003
andrew_eisenberg,nan,nan,nan,standards,acm_sigmod_record,2003
anastassia_ailamaki,johannes_gehrke,nan,nan,time_management_for_new_faculty,acm_sigmod_record,2003
alexandros_labrinidis,nan,nan,nan,career_forum,acm_sigmod_record,2003
dimitrios_gunopulos,roni_khardon,heikki_mannila,sanjeev_saluja,discovering_all_most_specific_sentences,acm_transactions_on_database_systems_tods,2003
yufei_tao,dimitris_papadias,nan,nan,spatial_queries_in_dynamic_environments,acm_transactions_on_database_systems_tods,2003
jeffrey_d_ullman,nan,nan,nan,improving_the_efficiency_of_databasesystem_teaching,international_conference_on_management_of_data,2003
jens_lechtenb246rger,gottfried_vossen,nan,nan,on_the_computation_of_relational_view_complements,acm_transactions_on_database_systems_tods,2003
lin_guo,feng_shao,chavdar_botev,jayavel_shanmugasundaram,xrank_ranked_keyword_search_over_xml_documents,international_conference_on_management_of_data,2003
shurug_alkhalifa,cong_yu,h_v_jagadish,nan,querying_structured_text_in_an_xml_database,international_conference_on_management_of_data,2003
abhinandan_das,johannes_gehrke,mirek_riedewald,nan,approximate_join_processing_over_data_streams,international_conference_on_management_of_data,2003
brian_babcock,chris_olston,nan,nan,distributed_topk_monitoring,international_conference_on_management_of_data,2003
andrew_witkowski,srikanth_bellamkonda,tolga_bozkaya,gregory_dorman,spreadsheets_in_rdbms_for_olap,international_conference_on_management_of_data,2003
