addr,city,class,name,phone,type
903_n_la_cienega_blvd,w_hollywood,11,l_orangerie,3106529770,french_classic
8284_melrose_ave,los_angeles,12,le_chardonnay_los_angeles,2136558880,french_bistro
8638_w_third_st,los_angeles,13,locanda_veneta,3102741893,italian
129_n_la_cienega_blvd,beverly_hills,14,matsuhisa,3106599639,seafood
9001_santa_monica_blvd,w_hollywood,15,palm_the_los_angeles,3105508811,steakhouses
5955_melrose_ave,los_angeles,16,patina,2134671108,californian
1001_n_alameda_st,chinatown,17,philippe_the_original,2136283781,cafeterias
12969_ventura_blvd,studio_city,18,pinot_bistro,8189900500,french_bistro
617_s_olive_st,los_angeles,19,rex_il_ristorante,2136272300,nuova_cucina_italian
8795_sunset_blvd,w_hollywood,20,spago_los_angeles,3106524025,californian
3115_pico_blvd,santa_monica,21,valentino,3108294313,italian
67_n_raymond_ave,pasadena,22,yujean_kang_s,8185850855,chinese
21_w_52nd_st,new_york_city,23,21_club,2125827200,american_new
13_w_54th_st,new_york_city,24,aquavit,2123077311,scandinavian
34_e_61st_st,new_york_city,25,aureole,2123191660,american_new
201_w_83rd_st,new_york_city,26,cafe_lalo,2124966031,coffeehouses
1_w_67th_st,new_york_city,27,cafe_des_artistes,2128773500,french_classic
2450_broadway,new_york_city,28,carmine_s,2123622200,italian
854_seventh_ave,new_york_city,29,carnegie_deli,2127572245,delis
2_harrison_st,new_york_city,30,chanterelle,2129666960,french_new
20_e_76th_st,new_york_city,31,daniel,2122880033,french_new
210_e_58th_st,new_york_city,32,dawat,2123557555,indian
243_e_58th_st,new_york_city,33,felidia,2127581479,italian
99_e_52nd_st,new_york_city,34,four_seasons,2127549494,american_new
12_e_12th_st,new_york_city,35,gotham_bar_grill,2126204020,american_new
42_e_20th_st,new_york_city,36,gramercy_tavern,2124770777,american_new
402_w_44th_st,new_york_city,37,island_spice,2127651737,caribbean
160_e_64th_st,new_york_city,38,jo_jo,2122235656,french_bistro
33_w_55th_st,new_york_city,39,la_caravelle,2125864252,french_classic
60_w_55th_st,new_york_city,40,la_cote_basque,2126886525,french_classic
155_w_51st_st,new_york_city,41,le_bernardin,2124891515,seafood
155_w_58th_st,new_york_city,42,les_celebrites,2124845113,french_classic
2_e_55th_st,new_york_city,43,lespinasse_new_york_city,2123396719,asian
249_e_50th_st,new_york_city,44,lutece,2127522225,french_classic
57_w_58th_st,new_york_city,45,manhattan_ocean_club,2123717777,seafood
405_e_58th_st,new_york_city,46,march,2127546272,american_new
102_fifth_ave,new_york_city,47,mesa_grill,2128077400,southwestern
57_jane_st,new_york_city,48,mi_cocina,2126278273,mexican
239_w_broadway,new_york_city,49,montrachet,2122192777,french_bistro
55_e_54th_st,new_york_city,50,oceana,2127595941,seafood
100_e_63rd_st,new_york_city,51,park_avenue_cafe_new_york_city,2126441900,american_new
182_w_58th_st,new_york_city,52,petrossian,2122452214,russian
35_w_64th_st,new_york_city,53,picholine,2127248585,mediterranean
95_ave_a,new_york_city,54,pisces,2122606660,seafood
30_rockefeller_plaza,new_york_city,55,rainbow_room,2126325000,american_new
1_water_st,brooklyn,56,river_cafe,7185225200,american_new
240_central_park_s,new_york_city,57,san_domenico,2122655959,italian
156_second_ave,new_york_city,58,second_avenue_deli,2126770606,delis
11_e_53rd_st,new_york_city,59,seryna,2129809393,japanese
155_e_55th_st,new_york_city,60,shun_lee_palace,2123718844,chinese
1110_third_ave,new_york_city,61,sign_of_the_dove,2128618080,american_new
797_third_ave,new_york_city,62,smith_wollensky,2127531530,steakhouses
central_park_west,new_york_city,63,tavern_on_the_green,2128733200,american_new
747_ninth_ave,new_york_city,64,uncle_nick_s,2122457992,greek
21_e_16th_st,new_york_city,65,union_square_cafe,2122434020,american_new
152_w_44th_st,new_york_city,66,virgil_s_real_bbq,2129219494,bbq
3200_las_vegas_blvd_s,las_vegas,67,chin_s,7027338899,chinese
3799_las_vegas_blvd_s,las_vegas,68,coyote_cafe_las_vegas,7028917349,southwestern
3000_paradise_rd,las_vegas,69,le_montrachet_bistro,7027325651,french_bistro
3570_las_vegas_blvd_s,las_vegas,70,palace_court,7027317110,french_new
200_e_fremont_st,las_vegas,71,second_street_grill,7023856277,pacific_rim
2880_las_vegas_blvd_s,las_vegas,72,steak_house_the,7027340410,steakhouses
2245_e_flamingo_rd,las_vegas,73,till_erman_the,7027314036,steakhouses
2355_peachtree_rd_ne,atlanta,74,abruzzi,4042618186,italian
3125_piedmont_rd,atlanta,75,bacchanalia,4043650410,californian
3130_piedmont_rd_ne,atlanta,76,bone_s_restaurant,4042372663,steakhouses
3393_peachtree_rd,atlanta,77,brasserie_le_coze,4042661440,french_bistro
3073_piedmont_rd,atlanta,78,buckhead_diner,4042623336,american_new
1529_piedmont_ave,atlanta,79,ciboulette_restaurant,4048747600,french_new
1_margaret_mitchell_sq,atlanta,80,delectables,4046812909,cafeterias
2290_peachtree_rd,atlanta,81,georgia_grille,4043523517,southwestern
490_e_paces_ferry_rd_ne,atlanta,82,hedgerose_heights_inn_the,4042337673,continental
595_piedmont_ave,atlanta,83,heera_of_india,4048764408,indian
1397_n_highland_ave,atlanta,84,indigo_coastal_grill,4048760676,eclectic
2637_peachtree_rd_ne,atlanta,85,la_grotta,4042311368,italian
224_ponce_de_leon_ave,atlanta,86,mary_mac_s_tea_room,4048761800,southernsoul
255_courtland_st,atlanta,87,nikolai_s_roof,4042216362,continental
1232_w_paces_ferry_rd,atlanta,88,pano_s_paul_s,4042613662,american_new
3434_peachtree_rd_ne,atlanta,89,ritzcarlton_cafe_buckhead,4042372700,american_new
3434_peachtree_rd_ne,atlanta,90,ritzcarlton_dining_room_buckhead,4042372700,american_new
181_peachtree_st,atlanta,91,ritzcarlton_restaurant,4046590400,french_classic
293b_peachtree_rd,atlanta,92,toulouse,4043519533,french_new
41_14th_st,atlanta,93,veni_vidi_vici,4048758424,italian
126_clement_st,san_francisco,94,alain_rondelli,4153870408,french_new
252_california_st,san_francisco,95,aqua,4159569662,american_new
1_mission_st,san_francisco,96,boulevard,4155436084,american_new
7_claude_ln,san_francisco,97,cafe_claude,4153923505,french_bistro
340_stockton_st,san_francisco,98,campton_place,4159555555,american_new
804_north_point_st,san_francisco,99,chez_michel,4157757036,californian
777_sutter_st,san_francisco,100,fleur_de_lys,4156737779,french_new
570_fourth_st,san_francisco,101,fringale,4155430573,french_bistro
22_hawthorne_st,san_francisco,102,hawthorne_lane,4157779779,californian
5937_geary_blvd,san_francisco,103,khan_toke_thai_house,4156686654,thai
2316_polk_st,san_francisco,104,la_folie,4157765577,french_new
816_folsom_st,san_francisco,105,lulu_restaurantbiscafe,4154955775,mediterranean
648_bush_st,san_francisco,106,masa_s,4159897154,french_new
1737_post_st,san_francisco,107,mifune,4159220337,japanese
3127_fillmore_st,san_francisco,108,plumpjack_cafe,4155634755,american_new
545_post_st,san_francisco,109,postrio,4157767825,californian
600_stockton_st,san_francisco,110,ritzcarlton_dining_room_san_francisco,4152967465,french_new
532_columbus_ave,san_francisco,111,rose_pistola,4153990499,italian
181_peachtree_st,atlanta,711,ritzcarlton_cafe_atlanta,4046590400,american_new
